Cd_AnoExecucao,Cd_Exercicio,Administracao,Cd_Orgao,Ds_Orgao,Cd_Unidade,Ds_Unidade,ProjetoAtividade,Ds_Projeto_Atividade,Cd_Despesa,Ds_Despesa,Sld_Orcado_Ano,Vl_Atualizado,Vl_EmpenhadoLiquido,Vl_Liquidado
2009.0,2009.0,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903900,Outros Serviços de Terceiros - Pessoa Jurídica,2838000.0,2838000.0,2327303.7,1329690.23
2009.0,2009.0,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4119,Projeto Sentinela,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,40000.0,40000.0,3792.21,3792.21
2009.0,2009.0,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33903300,Passagens e Despesas Com Locomoção,40000.0,18048.38,18048.38,17726.31
2009.0,2009.0,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903300,Passagens e Despesas Com Locomoção,18000.0,18000.0,0.0,0.0
2009.0,2009.0,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903300,Passagens e Despesas Com Locomoção,1060.0,0.0,0.0,0.0
2009.0,2009.0,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4119,Projeto Sentinela,33903300,Passagens e Despesas Com Locomoção,8000.0,8000.0,1203.24,1203.24
2009.0,2009.0,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,31909100,Sentenças Judiciais,500000.0,600000.0,545000.0,544388.97
2009.0,2009.0,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,235124210.0,255324210.0,253344210.0,252855067.48
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4100,Coordenação e Administração Geral,33904600,Auxílio-alimentação,200000.0,20000.0,3294.5,3294.5
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4100,Coordenação e Administração Geral,33904900,Auxílio-transporte,1600000.0,1350000.0,1219000.0,1171482.55
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4100,Coordenação e Administração Geral,44905200,Equipamentos e Material Permanente,100000.0,100000.0,79409.0,26550.5
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",44905200,Equipamentos e Material Permanente,1000000.0,600000.0,243381.0,241303.0
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4100,Coordenação e Administração Geral,33909300,Indenizações e Restituições,60000.0,10000.0,82.32,82.32
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4100,Coordenação e Administração Geral,33903000,Material de Consumo,4479220.0,4479220.0,3765117.27,2931984.26
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903000,Material de Consumo,13500000.0,14500000.0,14035014.83,10848722.45
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4100,Coordenação e Administração Geral,31901300,Obrigações Patronais,26150880.0,23230880.0,21457080.0,19840343.86
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4100,Coordenação e Administração Geral,31911300,Obrigações Patronais - RPPS,300000.0,300000.0,273000.0,267817.65
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4100,Coordenação e Administração Geral,33904700,Obrigações Tributárias e Contributivas,400000.0,400000.0,367824.86,367326.38
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4100,Coordenação e Administração Geral,33903600,Outros Serviços de Terceiros - Pessoa Física,2500000.0,4000000.0,3769627.4,3759927.41
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4100,Coordenação e Administração Geral,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,12000000.0,16862249.64,16271063.73,14417872.74
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4100,Coordenação e Administração Geral,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,2411000.0,2411000.0,2393139.65,2174329.47
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903900,Outros Serviços de Terceiros - Pessoa Jurídica,4500000.0,4100000.0,4040337.78,2660743.42
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4100,Coordenação e Administração Geral,31909100,Sentenças Judiciais,5000000.0,5000000.0,4383230.97,4383230.97
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4100,Coordenação e Administração Geral,33909100,Sentenças Judiciais,145000.0,145000.0,108886.75,108886.75
2009.0,2009.0,Indireta,02,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,4100,Coordenação e Administração Geral,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,78711070.0,75911070.0,73454712.66,67349539.75
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8657,Compensação Financeira - Outros Fundos de Previdência,33200100,Aposentadorias e Reformas,100000.0,68744.26,68744.26,62771.36
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8660,Aposentadorias e Pensões,33900100,Aposentadorias e Reformas,898786559.0,1098006291.75,1097773258.26,1097773258.26
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8660,Aposentadorias e Pensões,33900100,Aposentadorias e Reformas,851612590.0,1077249954.8,1077249954.8,1077249954.8
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8660,Aposentadorias e Pensões,33900100,Aposentadorias e Reformas,150000000.0,47694292.12,47694292.11,47694292.11
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,33904600,Auxílio-alimentação,700000.0,502014.52,490215.5,490215.5
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,33904900,Auxílio-transporte,250000.0,179099.81,174029.66,174029.66
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8660,Aposentadorias e Pensões,33909200,Despesas de Exercícios Anteriores,0.0,70000000.0,56106915.6,55956926.71
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,33901400,Diárias - Civil,75000.0,21573.64,21573.64,21573.64
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,44905200,Equipamentos e Material Permanente,690000.0,33231.64,33231.64,22999.0
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8654,Aquisição de Equipamentos e Serviços de Informática,44905200,Equipamentos e Material Permanente,3033200.0,0.0,0.0,0.0
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,33909300,Indenizações e Restituições,5300000.0,38622.76,38622.76,38622.76
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,31909400,Indenizações Trabalhistas,150000.0,20033.21,20033.21,20033.21
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,33903000,Material de Consumo,405000.0,52663.46,52663.46,48046.16
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8654,Aquisição de Equipamentos e Serviços de Informática,33903000,Material de Consumo,400000.0,30597.62,30597.62,19818.62
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,7501,Melhorias e Benfeitorias nas Dependências do IPREM,44905100,Obras e Instalações,1770000.0,0.0,0.0,0.0
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,31901300,Obrigações Patronais,220000.0,148363.7,137642.61,137642.61
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,31911300,Obrigações Patronais - RPPS,1880000.0,1125000.0,1063894.1,1063894.1
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,33904700,Obrigações Tributárias e Contributivas,5679975.0,0.0,0.0,0.0
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,33900800,Outros Benefícios Assistenciais,60000.0,26942.56,26942.56,26942.56
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,33903600,Outros Serviços de Terceiros - Pessoa Física,10000.0,7696.18,7696.18,7696.18
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,10159000.0,3112030.31,3038291.01,2747046.79
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8654,Aquisição de Equipamentos e Serviços de Informática,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,8882000.0,2308811.05,2308811.05,1595970.38
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,2153,Publicação de Editais e Outras Publicações Legais,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,15000.0,800.0,800.0,800.0
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,33903300,Passagens e Despesas Com Locomoção,50000.0,10303.78,10303.78,10303.78
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8657,Compensação Financeira - Outros Fundos de Previdência,33200300,Pensões,100000.0,0.0,0.0,0.0
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8660,Aposentadorias e Pensões,33900300,Pensões,460002264.0,417135404.66,416865672.86,416865672.86
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,31900900,Salário Família,10000.0,700.0,632.06,632.06
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8660,Aposentadorias e Pensões,33900900,Salário Família,90000.0,50679.3,49467.25,49467.25
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8660,Aposentadorias e Pensões,33909100,Sentenças Judiciais,77655274.0,7655274.0,3170466.39,3170466.39
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,33903500,Serviços de Consultoria,800000.0,0.0,0.0,0.0
2009.0,2009.0,Indireta,03,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,8658,Administração da Autarquia,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,9175025.0,5882011.96,5827529.38,5827529.38
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8852,"Ornamentação,Com.e Controle de Câmaras Mortuárias e Art. Religiosos",45906200,Aquisição de Produtos para Revenda,19235000.0,19235000.0,17145173.25,17106601.78
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8851,Administração da Autarquia,33904600,Auxílio-alimentação,5380000.0,5380000.0,4981568.7,4981568.7
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8851,Administração da Autarquia,33904900,Auxílio-transporte,3310000.0,3010000.0,2677631.6,2676734.0
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8851,Administração da Autarquia,31909200,Despesas de Exercícios Anteriores,10000.0,4510000.0,1728602.38,1728602.38
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8851,Administração da Autarquia,33909200,Despesas de Exercícios Anteriores,10000.0,10000.0,8314.33,8314.33
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,7502,Reforma e Ampliação de Cemitérios,44909200,Despesas de Exercícios Anteriores,0.0,48300.0,48284.7,48284.7
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8851,Administração da Autarquia,44905200,Equipamentos e Material Permanente,480000.0,480000.0,140564.8,140564.8
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8859,Fundo de Manutenção e Melhoria,44905200,Equipamentos e Material Permanente,5000.0,5000.0,0.0,0.0
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8857,Operação e Manutenção de Cemitérios,44905200,Equipamentos e Material Permanente,500000.0,500000.0,52400.0,27515.0
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8858,Operação e Manutenção de Velórios,44905200,Equipamentos e Material Permanente,150000.0,150000.0,5040.0,5040.0
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8856,Operação e Manutenção do Crematório,44905200,Equipamentos e Material Permanente,20000.0,20000.0,0.0,0.0
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8852,"Ornamentação,Com.e Controle de Câmaras Mortuárias e Art. Religiosos",44905200,Equipamentos e Material Permanente,170000.0,170000.0,63700.0,63700.0
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8853,Transportes Fúnebres,44905200,Equipamentos e Material Permanente,254000.0,254000.0,0.0,0.0
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8851,Administração da Autarquia,33909300,Indenizações e Restituições,20000.0,20000.0,10080.75,10080.75
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8857,Operação e Manutenção de Cemitérios,33909300,Indenizações e Restituições,205000.0,205000.0,125711.11,125711.11
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8851,Administração da Autarquia,33903700,Locação de Mão-de-obra,770000.0,940000.0,796101.2,710230.02
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8857,Operação e Manutenção de Cemitérios,33903700,Locação de Mão-de-obra,7500000.0,7500000.0,6643644.0,6082287.94
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8858,Operação e Manutenção de Velórios,33903700,Locação de Mão-de-obra,1100000.0,1100000.0,1019999.53,934999.56
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8856,Operação e Manutenção do Crematório,33903700,Locação de Mão-de-obra,200000.0,200000.0,169999.92,155833.26
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8853,Transportes Fúnebres,33903700,Locação de Mão-de-obra,120000.0,120000.0,100699.68,92308.04
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8851,Administração da Autarquia,33903000,Material de Consumo,805000.0,805000.0,498112.02,480347.36
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8857,Operação e Manutenção de Cemitérios,33903000,Material de Consumo,1410000.0,1410000.0,955672.0,949872.0
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8858,Operação e Manutenção de Velórios,33903000,Material de Consumo,12000.0,12000.0,1514.5,119.83
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8856,Operação e Manutenção do Crematório,33903000,Material de Consumo,632000.0,632000.0,613091.36,563974.62
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8852,"Ornamentação,Com.e Controle de Câmaras Mortuárias e Art. Religiosos",33903000,Material de Consumo,94000.0,94000.0,93366.44,88282.5
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8853,Transportes Fúnebres,33903000,Material de Consumo,2732000.0,2732000.0,2056766.07,1946722.07
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,9318,"Construção de garagens para carros fúnebres, no extremo Sul da Cidade - E3920",44905100,Obras e Instalações,1000.0,1000.0,0.0,0.0
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,9319,"Implantação de Crematório na Região Sul, Cemitério São Luis - E3920",44905100,Obras e Instalações,1000.0,1000.0,0.0,0.0
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,7502,Reforma e Ampliação de Cemitérios,44905100,Obras e Instalações,1000.0,1412000.0,1410624.08,0.0
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8851,Administração da Autarquia,31901300,Obrigações Patronais,610000.0,610000.0,536673.29,528373.62
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8851,Administração da Autarquia,31911300,Obrigações Patronais - RPPS,5310000.0,5310000.0,5072000.77,5072000.77
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8851,Administração da Autarquia,33904700,Obrigações Tributárias e Contributivas,1200000.0,1200000.0,1035000.0,893384.42
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8851,Administração da Autarquia,31901600,Outras Despesas Variáveis - Pessoal Civil,925000.0,925000.0,925000.0,840902.96
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8857,Operação e Manutenção de Cemitérios,31901600,Outras Despesas Variáveis - Pessoal Civil,1855000.0,1855000.0,1855000.0,1728629.12
2009.0,2009.0,Indireta,04,Serviço Funerário do Município de São Paulo,10,Serviço Funerário do Município de São Paulo,8858,Operação e Manutenção de Velórios,31901600,Outras Despesas Variáveis - Pessoal Civil,120000.0,120000.0,119999.6,117483.5
