DataInicial,DataFinal,Cd_AnoExecucao,Cd_Exercicio,Administracao,Cd_Orgao,Ds_Orgao,Cd_Unidade,Ds_Unidade,ProjetoAtividade,Ds_Projeto_Atividade,Cd_Despesa,Ds_Despesa,Sld_Orcado_Ano,Vl_Atualizado,Vl_EmpenhadoLiquido,Vl_Liquidado
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara,33903700,Locação de Mão-de-Obra,210000.0,204500.0,134500.0,134500.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara,33903500,Serviços de Consultoria,300000.0,30000.0,30000.0,30000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2004,Cursos e Treinamento de Pessoal,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,200000.0,95000.0,35000.0,35000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2003,TV Câmara Municipal - Comunicação,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,2200000.0,2200000.0,2046500.0,2046500.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,1000,Reforma e Adaptação do Edifício da Câmara Municipal,44905100,Obras e Instalações,400000.0,892000.0,892000.0,892000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2001,Programa de Estagiários na Câmara Municipal,33903600,Outros Serviços de Terceiros - Pessoa Física,200000.0,56000.0,56000.0,56000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara,44909200,Despesas de Exercícios Anteriores,1000.0,0.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara,44905200,Equipamentos e Material Permanente,1300000.0,988000.0,535000.0,535000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara,33909200,Despesas de Exercícios Anteriores,150000.0,42000.0,36500.0,36500.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara,33909100,Sentenças Judiciais,1000.0,0.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,6012000.0,7617000.0,7617000.0,7617000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2005,Fornecimento de Refeições a Servidores - CMSP,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,4320000.0,3856000.0,3520000.0,3520000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2116,Auxílio-Transporte,33904900,Auxílio-Transporte,700000.0,370000.0,368000.0,368000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara,31900100,Aposentadorias e Reformas,50250690.0,62056226.0,62056226.0,62056226.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2153,Publicação de Editais e Outras Legais,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,250000.0,200000.0,200000.0,200000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara,33909300,Indenizações e Restituições,2000000.0,0.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,9500,Aquisição de Mobiliário - Subsecretaria das Comissões - CMSP - E 1919,44905200,Equipamentos e Material Permanente,80000.0,0.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,9501,"Aquis.Mat, Equip.Informática - Subsecr. Comissões - CMSP -  E 1919",44905200,Equipamentos e Material Permanente,80000.0,0.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara,31900400,Contratação por Tempo Determinado,0.0,0.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,6900,Modernização da Capacidade Institucional - TCMSP - E 1930,33901400,Diárias - Civil,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,6900,Modernização da Capacidade Institucional - TCMSP - E 1930,33903000,Material de Consumo,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,6900,Modernização da Capacidade Institucional - TCMSP - E 1930,33903300,Passagens e Despesas com Locomoção,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,6900,Modernização da Capacidade Institucional - TCMSP - E 1930,33903500,Serviços de Consultoria,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,6900,Modernização da Capacidade Institucional - TCMSP - E 1930,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,6900,Modernização da Capacidade Institucional - TCMSP - E 1930,44905200,Equipamentos e Material Permanente,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33903500,Serviços de Consultoria,50000.0,50000.0,8000.0,8000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2116,Auxílio-Transporte,33904900,Auxílio-Transporte,250000.0,250000.0,229000.0,229000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33903600,Outros Serviços de Terceiros - Pessoa Física,10000.0,10000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33903000,Material de Consumo,353000.0,353000.0,353000.0,353000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33901400,Diárias - Civil,30000.0,30000.0,20000.0,20000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33900800,Outros Benefícios Assistenciais,55000.0,55000.0,20000.0,20000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,31909400,Indenizações e Restituições Trabalhistas,460000.0,760000.0,760000.0,760000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,31909200,Despesas de Exercícios Anteriores,2960000.0,2960000.0,2960000.0,2960000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,31901600,Outras Despesas Variáveis - Pessoal Civil,550600.0,550600.0,550600.0,550600.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,31901300,Obrigações Patronais,2137239.0,2167239.0,2167239.0,2167239.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,55929622.0,56509622.0,56492939.0,56492939.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,31900100,Aposentadorias e Reformas,24606222.0,26156222.0,26156222.0,26156222.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2052,Fornecimento de Refeições a Servidores -TCM,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,750000.0,750000.0,540000.0,540000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33903300,Passagens e Despesas com Locomoção,50000.0,50000.0,25000.0,25000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,44909200,Despesas de Exercícios Anteriores,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,44905200,Equipamentos e Material Permanente,70000.0,150000.0,125000.0,125000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33909300,Indenizações e Restituições,2000.0,2000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33909200,Despesas de Exercícios Anteriores,6000.0,6000.0,614.8,614.8
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33909100,Sentenças Judiciais,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33904700,Obrigações Tributárias e Contributivas,3000.0,3000.0,500.0,500.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,1500000.0,1500000.0,1250000.0,1250000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33903700,Locação de Mão-de-Obra,660000.0,660000.0,590000.0,590000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2153,Publicação de Editais e Outras Legais,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,3000.0,3000.0,1000.0,1000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2170,"Aquisição de Materiais, Equipamentos e Serviços de Informática",33903000,Material de Consumo,250000.0,170000.0,170000.0,170000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2170,"Aquisição de Materiais, Equipamentos e Serviços de Informática",33903900,Outros Serviços de Terceiros - Pessoa Jurídica,460000.0,460000.0,260000.0,260000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2170,"Aquisição de Materiais, Equipamentos e Serviços de Informática",44905200,Equipamentos e Material Permanente,225000.0,225000.0,170000.0,170000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2170,"Aquisição de Materiais, Equipamentos e Serviços de Informática",33903500,Serviços de Consultoria,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2170,"Aquisição de Materiais, Equipamentos e Serviços de Informática",33903000,Material de Consumo,300000.0,300000.0,151752.22,151752.22
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2138,Administração da Supervisão Geral da Junta do Serviço Militar,33909200,Despesas de Exercícios Anteriores,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,1035,Escola da Cidadania - Coordenadoria Participação Popular,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2139,Operação e Manutenção das Juntas do Serviço Militar,33909200,Despesas de Exercícios Anteriores,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2148,Administração do Gabinete do Secretário de Governo,33909200,Despesas de Exercícios Anteriores,10000.0,10000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2149,Administração da Coordenadoria Especial do Orçamento Participativo,33903300,Passagens e Despesas com Locomoção,80000.0,80000.0,5971.06,5971.06
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2102,Aquisição e Locação de Veículos para a Frota,33904700,Obrigações Tributárias e Contributivas,12000.0,12000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2103,Aluguel de Imóveis e Despesas Correlatas,33903600,Outros Serviços de Terceiros - Pessoa Física,100000.0,115000.0,100567.3,100567.3
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2138,Administração da Supervisão Geral da Junta do Serviço Militar,33903000,Material de Consumo,8800.0,8800.0,1251.95,1251.95
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2139,Operação e Manutenção das Juntas do Serviço Militar,44905200,Equipamentos e Material Permanente,70000.0,43070.91,10545.0,10545.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2139,Operação e Manutenção das Juntas do Serviço Militar,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,50000.0,40000.0,13712.0,13712.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2139,Operação e Manutenção das Juntas do Serviço Militar,33903600,Outros Serviços de Terceiros - Pessoa Física,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2139,Operação e Manutenção das Juntas do Serviço Militar,33903300,Passagens e Despesas com Locomoção,5000.0,1500.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2139,Operação e Manutenção das Juntas do Serviço Militar,33903000,Material de Consumo,50000.0,45000.0,18220.69,18220.69
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2138,Administração da Supervisão Geral da Junta do Serviço Militar,44905200,Equipamentos e Material Permanente,29850.0,29850.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2138,Administração da Supervisão Geral da Junta do Serviço Militar,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,28950.0,28950.0,4914.88,4914.88
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2138,Administração da Supervisão Geral da Junta do Serviço Militar,33903300,Passagens e Despesas com Locomoção,4800.0,4800.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2103,Aluguel de Imóveis e Despesas Correlatas,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,50000.0,80429.09,79384.47,79384.47
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2114,"Consumo de Água, Energia Elétrica, Gás Encanado e Telefone",33903900,Outros Serviços de Terceiros - Pessoa Jurídica,90000.0,88004.0,76403.75,76403.75
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,2138,Administração da Supervisão Geral da Junta do Serviço Militar,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,2529668.0,3472557.22,3472557.22,3472557.22
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,30,Supervisão Geral da Junta do Serviço Militar,1036,Ampliação e Reforma de Dependências - SGJSM/JSM,44905100,Obras e Instalações,250000.0,0.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2148,Administração do Gabinete do Secretário de Governo,33504100,Contribuições,10000.0,10000.0,6000.0,6000.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2103,Aluguel de Imóveis e Despesas Correlatas,33909200,Despesas de Exercícios Anteriores,1000.0,66000.0,62240.48,62240.48
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2150,Administração da Coordenadoria Especial da Mulher,33909300,Indenizações e Restituições,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,10,Administração do Gabinete da Prefeita,1050,Palácio das Indústrias - Ação Centro - BID,44905100,Obras e Instalações,1000000.0,0.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,10,Administração do Gabinete da Prefeita,1050,Palácio das Indústrias - Ação Centro - BID,44905100,Obras e Instalações,5844100.0,0.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,10,Administração do Gabinete da Prefeita,1051,Casa das Retortas - Ação Centro - BID,44905100,Obras e Instalações,440000.0,0.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,10,Administração do Gabinete da Prefeita,1051,Casa das Retortas - Ação Centro - BID,44905100,Obras e Instalações,2500000.0,0.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,1032,Reforma e Adequação de Equip. da Coordenadoria Especial da Mulher,44905100,Obras e Instalações,1000.0,1000.0,0.0,0.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2180,Formação e Aperfeiçoamento dos Profissionais da PMSP,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,60000.0,60000.0,7774.0,7774.0
2004-01-01,2004-12-31 23:59:59,2004.0,2004.0,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,1033,Projeto Urb-Al - Emprego e Cidadania Ativa das Mulheres,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,1000.0,1000.0,0.0,0.0
