datainicial,datafinal,cd_anoexecucao,cd_exercicio,administracao,cd_orgao,sigla_orgao,ds_orgao,cd_unidade,ds_unidade,cd_funcao,ds_funcao,cd_subfuncao,ds_subfuncao,cd_programa,ds_programa,tp_projeto_atividade,cd_projeto_atividade,pa,papa,projetoatividade,ds_projeto_atividade,cd_despesa,ds_despesa,cd_fonte,ds_fonte,sld_orcado_ano,vl_atualizado,vl_congeladoliquido,vl_reservado,vl_cancelado,vl_reservadoliquido,vl_empenhado,vl_anulado,vl_empenhadoliquido,vl_liquidado,vl_pago
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,103,Atividades,Atividades,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",44905200,Equipamentos e Material Permanente,06,Recursos Próprios da Administração Indireta,200000.0,200000.0,0.0,12500.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,103,Atividades,Atividades,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903000,Material de Consumo,02,Transferências Federais,129000000.0,102609800.8,0.0,200727809.1,98728379.27,101999429.83,136640603.58,34641173.75,101999429.83,92414592.67,89630781.09
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,119,Atividades,Atividades,4119,Projeto Sentinela,33901400,Diárias - Civil,02,Transferências Federais,18000.0,38000.0,0.0,13526.9,0.0,13526.9,14886.5,1359.6,13526.9,13526.9,13526.9
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,119,Atividades,Atividades,4119,Projeto Sentinela,33903000,Material de Consumo,02,Transferências Federais,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,119,Atividades,Atividades,4119,Projeto Sentinela,33903300,Passagens e Despesas com Locomoção,02,Transferências Federais,13000.0,33000.0,0.0,18823.56,0.0,18823.56,18823.56,0.0,18823.56,18823.56,18823.56
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,119,Atividades,Atividades,4119,Projeto Sentinela,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,02,Transferências Federais,20000.0,30000.0,0.0,18878.58,4920.01,13958.57,14708.57,750.0,13958.57,13958.57,13958.57
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,119,Atividades,Atividades,4119,Projeto Sentinela,44905200,Equipamentos e Material Permanente,02,Transferências Federais,105000.0,55000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1112,Acesso à saúde e qualidade no atendimento - Fortalecimento de assistência a saúde,3,101,Projetos,Projetos,3101,Ampliação e Reforma de Equipamentos de Saúde,44903900,Outros Serviços de Terceiros - Pessoa Jurídica,00,Tesouro Municipal,1000000.0,3442480.64,0.0,4879527.37,1437046.73,3442480.64,4218947.11,776466.47,3442480.64,1810001.09,1810001.09
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1112,Acesso à saúde e qualidade no atendimento - Fortalecimento de assistência a saúde,3,101,Projetos,Projetos,3101,Ampliação e Reforma de Equipamentos de Saúde,44905100,Obras e Instalações,00,Tesouro Municipal,1000000.0,3442480.63,0.0,4635892.3,1193411.67,3442480.63,4188950.49,746469.86,3442480.63,1810001.09,1810001.09
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Pessoal,4100,Coordenação e Administração Geral,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,00,Tesouro Municipal,323464666.0,303132000.0,0.0,325777054.6,22645054.6,303132000.0,325777054.6,22645054.6,303132000.0,302328989.14,302192024.82
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Pessoal,4100,Coordenação e Administração Geral,31901300,Obrigações Patronais,00,Tesouro Municipal,90093321.0,74073023.61,0.0,134515961.8,60442938.19,74073023.61,134515961.8,60442938.19,74073023.61,73880499.77,67688744.5
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Pessoal,4100,Coordenação e Administração Geral,31909100,Sentenças Judiciais,00,Tesouro Municipal,841208.0,641208.0,0.0,707398.92,109495.73,597903.19,707398.92,109495.73,597903.19,589722.44,588705.44
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Pessoal,4100,Coordenação e Administração Geral,31909400,Indenizações Trabalhistas,00,Tesouro Municipal,4037796.0,4037796.0,0.0,4984028.45,946232.45,4037796.0,4494028.45,456232.45,4037796.0,3954306.08,3954306.08
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Pessoal,4100,Coordenação e Administração Geral,31911300,Obrigações Patronais,00,Tesouro Municipal,6939962.0,7739962.0,0.0,14969962.0,7230000.0,7739962.0,14969962.0,7230000.0,7739962.0,7705148.26,7705148.26
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Atividades,4100,Coordenação e Administração Geral,33901400,Diárias - Civil,00,Tesouro Municipal,88259.0,25717.6,4412.95,32293.73,10989.08,21304.65,27791.08,6486.43,21304.65,21304.65,21304.65
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Atividades,4100,Coordenação e Administração Geral,33903000,Material de Consumo,00,Tesouro Municipal,1191318.0,431952.1,59565.9,1205150.58,832764.38,372386.2,782375.98,409989.78,372386.2,157424.3,130272.08
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Atividades,4100,Coordenação e Administração Geral,33903300,Passagens e Despesas com Locomoção,00,Tesouro Municipal,12585.0,6851.61,629.25,13277.56,7055.2,6222.36,13001.19,6778.83,6222.36,6222.36,6222.36
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Atividades,4100,Coordenação e Administração Geral,33903600,Outros Serviços de Terceiros - Pessoa Física,00,Tesouro Municipal,11680765.0,9085535.85,591252.35,8693817.92,199534.42,8494283.5,15533817.92,7039534.42,8494283.5,8458678.28,8419143.86
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Atividades,4100,Coordenação e Administração Geral,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,00,Tesouro Municipal,25296702.0,26346125.99,1264835.1,38079314.24,12998023.35,25081290.89,40094551.69,15013260.8,25081290.89,24220090.76,23870462.23
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Auxílios,4100,Coordenação e Administração Geral,33904600,Auxílio-Alimentação,00,Tesouro Municipal,36498255.0,49971635.87,0.0,53560135.87,3588500.0,49971635.87,53560135.87,3588500.0,49971635.87,49964558.99,49964558.99
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Atividades,4100,Coordenação e Administração Geral,33904700,Obrigações Tributárias e Contributivas,00,Tesouro Municipal,96813.0,676846.6,0.0,863497.63,186651.03,676846.6,863497.63,186651.03,676846.6,652393.61,507295.14
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Auxílios,4100,Coordenação e Administração Geral,33904900,Auxílio-Transporte,00,Tesouro Municipal,6885175.0,6631687.7,0.0,6881687.7,250000.0,6631687.7,6881687.7,250000.0,6631687.7,6626872.47,6626872.47
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Atividades,4100,Coordenação e Administração Geral,44905200,Equipamentos e Material Permanente,00,Tesouro Municipal,1176.0,58.8,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Atividades,4100,Coordenação e Administração Geral,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,06,Recursos Próprios da Administração Indireta,200000.0,200000.0,0.0,341406.4,143043.44,198362.96,231128.06,32765.1,198362.96,74363.0,74363.0
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Atividades,4100,Coordenação e Administração Geral,44905200,Equipamentos e Material Permanente,06,Recursos Próprios da Administração Indireta,100000.0,100000.0,0.0,27289.59,0.0,27289.59,27289.59,0.0,27289.59,27289.59,27289.59
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,126 ,Tecnologia da Informação,2620,Sistema de informação e processamento de dados,2,171,Atividades,Atividades,2171,Implantação e Operação de Sistemas de Informação e Comunicação,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,00,Tesouro Municipal,2926834.0,4114268.56,0.0,4838505.07,724236.51,4114268.56,4711278.78,597010.22,4114268.56,1528921.4,1523045.21
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122 ,Administração Geral,2610,Suporte administrativo,4,100,Atividades,Atividades,4100,Coordenação e Administração Geral,33903000,Material de Consumo,06,Recursos Próprios da Administração Indireta,50000.0,50000.0,0.0,19256.92,0.0,19256.92,19256.92,0.0,19256.92,19216.32,19216.32
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,103,Atividades,Atividades,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903000,Material de Consumo,06,Recursos Próprios da Administração Indireta,100000.0,100000.0,0.0,100000.0,0.0,100000.0,100000.0,0.0,100000.0,100000.0,100000.0
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,2,185,Atividades,Atividades,2185,"E1110 - Operação/Manutenção Unidades Hospitalares, Pronto Atendimento para o Hospital Cármino Caricchio (Hospital Tatuapé)",33903900,Outros Serviços de Terceiros -Pessoa Jurídica,00,Tesouro Municipal,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1112,Acesso à saúde e qualidade no atendimento - Fortalecimento de assistência a saúde,9,541,Projetos,Projetos,9541,E4171 - Reforma do Hospital Mario Degni,44905100,Obras e Instalações,00,Tesouro Municipal,122000.0,122000.0,122000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1112,Acesso à saúde e qualidade no atendimento - Fortalecimento de assistência a saúde,9,542,Projetos,Projetos,9542,E4171 - Aquisição de Equipamentos para o Hospital Mario Degni,44905200,Equipamentos e Material Permanente,00,Tesouro Municipal,208000.0,208000.0,208000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1112,Acesso à saúde e qualidade no atendimento - Fortalecimento de assistência a saúde,9,547,Projetos,Projetos,9547,E3837 - Reforma e Ampliação do Pronto Socorro Municipal da Lapa,44905100,Obras e Instalações,00,Tesouro Municipal,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1112,Acesso à saúde e qualidade no atendimento - Fortalecimento de assistência a saúde,9,569,Projetos,Projetos,9569,"E1411 - Reforma no Pronto Socorro Municipal Dr. José Sylvio de Camargo - Santo Amaro, sito a Av. Adolfo Pinheiro, 805",44905100,Obras e Instalações,00,Tesouro Municipal,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1112,Acesso à saúde e qualidade no atendimento - Fortalecimento de assistência a saúde,3,101,Projetos,Projetos,3101,Ampliação e Reforma de Equipamentos de Saúde,44505100,Obras e Instalações,00,Tesouro Municipal,0.0,7108000.0,0.0,7108000.0,0.0,7108000.0,7108000.0,0.0,7108000.0,7108000.0,3554000.0
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,126 ,Tecnologia da Informação,2620,Sistema de informação e processamento de dados,2,171,Atividades,Atividades,2171,Implantação e Operação de Sistemas de Informação e Comunicação,33909200,Despesas de Exercícios Anteriores,00,Tesouro Municipal,0.0,3500300.68,0.0,3500300.68,0.0,3500300.68,3500300.68,0.0,3500300.68,3500300.68,0.0
2013-01-01,2013-12-31,2013,2013,Indireta,01,AHM,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,103,Atividades,Atividades,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33909200,Despesas de Exercícios Anteriores,00,Tesouro Municipal,0.0,992976.82,0.0,992976.82,0.0,992976.82,1013016.62,20039.8,992976.82,0.0,0.0
2013-01-01,2013-12-31,2013,2013,Indireta,02,HSPM,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1112,Acesso à saúde e qualidade no atendimento - Fortalecimento de assistência a saúde,1,158,Projetos,Projetos,1158,E4650 - Aquisição de Equipamentos de Raio X / Angiógrafo,44905200,Equipamentos e Material Permanente,00,Tesouro Municipal,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,2013-12-31,2013,2013,Indireta,02,HSPM,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,103,Atividades,Atividades,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903000,Material de Consumo,06,Recursos Próprios da Administração Indireta,1000000.0,1580687.8,0.0,2504054.46,924292.4,1579762.06,1616391.98,36629.92,1579762.06,1407729.35,1331545.76
2013-01-01,2013-12-31,2013,2013,Indireta,02,HSPM,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,103,Atividades,Atividades,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903900,Outros Serviços de Terceiros -Pessoa Jurídica,06,Recursos Próprios da Administração Indireta,1236999.0,2358833.0,0.0,2939649.93,670807.77,2268842.16,2618364.75,349522.59,2268842.16,1975763.76,1934988.76
2013-01-01,2013-12-31,2013,2013,Indireta,02,HSPM,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,103,Atividades,Atividades,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",44905200,Equipamentos e Material Permanente,00,Tesouro Municipal,1901145.0,2782126.83,0.0,3005533.63,713073.67,2292459.96,2308793.86,16333.9,2292459.96,721208.79,707158.59
2013-01-01,2013-12-31,2013,2013,Indireta,02,HSPM,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,103,Atividades,Atividades,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903900,Outros Serviços de Terceiros -Pessoa Jurídica,00,Tesouro Municipal,22436680.0,26114846.0,0.0,37421473.97,11515885.55,25905588.42,35423287.27,9517698.85,25905588.42,20802442.12,20784047.95
2013-01-01,2013-12-31,2013,2013,Indireta,02,HSPM,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,103,Atividades,Atividades,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903000,Material de Consumo,02,Transferências Federais,3000000.0,3000000.0,0.0,4898944.54,1898951.77,2999992.77,3529289.89,529297.12,2999992.77,2877412.28,2839970.78
2013-01-01,2013-12-31,2013,2013,Indireta,02,HSPM,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,10,Saúde,302 ,Assistência Hospitalar e Ambulatorial,1111,Acesso à saúde e qualidade no atendimento - Integralidade da atenção,4,103,Atividades,Atividades,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903000,Material de Consumo,00,Tesouro Municipal,11280126.0,13811119.7,0.0,23485623.25,9674503.55,13811119.7,15986953.54,2175833.84,13811119.7,12179315.12,11542358.74
