datainicial,datafinal,cd_anoexecucao,cd_exercicio,administracao,cd_orgao,sigla_orgao,ds_orgao,cd_unidade,ds_unidade,cd_funcao,ds_funcao,cd_subfuncao,ds_subfuncao,cd_programa,ds_programa,pa,papa,projetoatividade,ds_projeto_atividade,cd_despesa,ds_despesa,categoria_despesa,ds_categoria,grupo_despesa,ds_grupo,cd_modalidade,ds_modalidade,cd_elemento,cd_fonte,ds_fonte,sld_orcado_ano,vl_atualizado,vl_congeladoliquido,vl_reservado,vl_cancelado,vl_reservadoliquido,vl_empenhado,vl_anulado,vl_empenhadoliquido,vl_liquidado,vl_pago,dataextracao
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,128,Formação de Recursos Humanos,3011,Modernização e descentralização da gestão e prestação de serviços,Atividade,Atividade,2180,"Capacitação, Formação e Aperfeiçoamento de Servidores",33903500,Serviços de Consultoria,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,35,0,Tesouro Municipal,87600.0,87600.0,87600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,128,Formação de Recursos Humanos,3011,Modernização e descentralização da gestão e prestação de serviços,Atividade,Atividade,2180,"Capacitação, Formação e Aperfeiçoamento de Servidores",33903600,Outros Serviços de Terceiros - Pessoa Física,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,36,0,Tesouro Municipal,72000.0,72000.0,72000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,128,Formação de Recursos Humanos,3011,Modernização e descentralização da gestão e prestação de serviços,Atividade,Atividade,2180,"Capacitação, Formação e Aperfeiçoamento de Servidores",33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,96000.0,96000.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,128,Formação de Recursos Humanos,3011,Modernização e descentralização da gestão e prestação de serviços,Atividade,Atividade,2180,"Capacitação, Formação e Aperfeiçoamento de Servidores",33904700,Obrigações Tributárias e Contributivas,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,47,0,Tesouro Municipal,14400.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,361,Ensino Fundamental,3023,Superação da extrema pobreza,Atividade,Atividade,2826,Alfabetização de Jovens e Adultos,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,413712.0,413712.0,0.0,460954.93,104385.76,356569.17,427605.58,71036.41,356569.17,348394.35,348394.35,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,365,Educação Infantil,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2825,Operação e Manutenção de CEIs e Creches da rede conveniada e outras modalidades de parcerias,33903600,Outros Serviços de Terceiros - Pessoa Física,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,36,0,Tesouro Municipal,514556.0,502428.0,0.0,558384.16,64418.58,493965.58,519019.29,25053.71,493965.58,492391.52,492391.52,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,365,Educação Infantil,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2825,Operação e Manutenção de CEIs e Creches da rede conveniada e outras modalidades de parcerias,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,74659000.0,99581657.38,0.0,119059695.43,19770377.08,99289318.35,113493199.36,14203881.01,99289318.35,98696072.79,98317625.23,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,365,Educação Infantil,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2825,Operação e Manutenção de CEIs e Creches da rede conveniada e outras modalidades de parcerias,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,2,Transferências Federais,0.0,5229367.07,0.0,6371287.62,1144430.36,5226857.26,5298336.26,71479.0,5226857.26,5190682.66,5190682.66,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,365,Educação Infantil,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2825,Operação e Manutenção de CEIs e Creches da rede conveniada e outras modalidades de parcerias,33909200,Despesas de Exercícios Anteriores,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,92,0,Tesouro Municipal,0.0,103488.32,0.0,103488.32,103488.32,0.0,0.0,0.0,0.0,0.0,0.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,368,Educação Básica,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2822,Operação e Manutenção do Sistema Municipal de Ensino,33903000,Material de Consumo,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,30,0,Tesouro Municipal,1842200.0,1842200.0,1408223.6,609707.53,244885.01,364822.52,370920.4,6097.88,364822.52,348980.52,348980.52,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,368,Educação Básica,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2822,Operação e Manutenção do Sistema Municipal de Ensino,33903600,Outros Serviços de Terceiros - Pessoa Física,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,36,0,Tesouro Municipal,96000.0,96000.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,368,Educação Básica,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2822,Operação e Manutenção do Sistema Municipal de Ensino,33903700,Locação de Mão-de-Obra,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,37,0,Tesouro Municipal,0.0,2319118.13,382518.13,2434600.0,498000.0,1936600.0,2434600.0,498000.0,1936600.0,1662370.18,1662370.18,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,368,Educação Básica,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2822,Operação e Manutenção do Sistema Municipal de Ensino,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,13830960.0,12189360.0,907297.1,18529588.86,7597548.19,10932040.67,13360174.84,2428134.17,10932040.67,10071643.64,9880690.41,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,368,Educação Básica,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2822,Operação e Manutenção do Sistema Municipal de Ensino,44905200,Equipamentos e Material Permanente,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,52,0,Tesouro Municipal,285000.0,285000.0,237000.0,3199.0,0.0,3199.0,3199.0,0.0,3199.0,3199.0,3199.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,368,Educação Básica,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2839,Transferência de Recursos Financeiros  para as Unidades Educacionais ,33503900,Outros Serviços de Terceiros - Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,50,Transferências a Instituições Privadas sem fins Lucrativos,39,0,Tesouro Municipal,3320338.0,3529221.28,0.0,3657554.92,140813.64,3516741.28,3734454.07,217712.79,3516741.28,3516741.28,3516741.28,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,368,Educação Básica,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2839,Transferência de Recursos Financeiros  para as Unidades Educacionais ,44505200,Equipamentos e Material Permanente,4,Despesas de Capital,4,INVESTIMENTOS,50,Transferências a Instituições Privadas sem fins Lucrativos,52,0,Tesouro Municipal,830085.0,621201.72,122168.5,499365.44,3452.22,495913.22,496976.3,1063.08,495913.22,495913.22,495913.22,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,368,Educação Básica,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2851,Operação e Manutenção dos Centros Educacionais Unificados,33903000,Material de Consumo,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,30,0,Tesouro Municipal,102000.0,102000.0,0.0,22104.0,0.0,22104.0,22104.0,0.0,22104.0,22104.0,22104.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,368,Educação Básica,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2851,Operação e Manutenção dos Centros Educacionais Unificados,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,3556800.0,2879281.87,100000.0,3144786.36,567010.99,2577775.37,3140314.6,562539.23,2577775.37,2426946.43,2180889.26,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,368,Educação Básica,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2851,Operação e Manutenção dos Centros Educacionais Unificados,44905200,Equipamentos e Material Permanente,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,52,0,Tesouro Municipal,50000.0,50000.0,20000.0,7999.0,0.0,7999.0,7999.0,0.0,7999.0,7999.0,7999.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,19,Diretoria Regional de Educação - Itaquera,12,Educação,368,Educação Básica,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2864,Ações Complementares do Sistema Municipal de Ensino,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,122,Administração Geral,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2824,Ações e materiais de apoio Didático-Pedagógico Educacional,33903000,Material de Consumo,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,30,0,Tesouro Municipal,20100.0,20100.0,12100.0,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,122,Administração Geral,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2824,Ações e materiais de apoio Didático-Pedagógico Educacional,33903100,"Premiações Culturais, Artísticas, Científicas, Desport. e Outras",3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,31,0,Tesouro Municipal,5200.0,5200.0,0.0,2790.0,0.31,2789.69,2789.69,0.0,2789.69,2789.69,2789.69,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,122,Administração Geral,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2824,Ações e materiais de apoio Didático-Pedagógico Educacional,33903600,Outros Serviços de Terceiros - Pessoa Física,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,36,0,Tesouro Municipal,12000.0,12000.0,0.0,11760.0,0.0,11760.0,11760.0,0.0,11760.0,8960.0,8960.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,122,Administração Geral,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2824,Ações e materiais de apoio Didático-Pedagógico Educacional,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,735000.0,735000.0,81500.0,643859.96,2919.96,640940.0,640940.0,0.0,640940.0,637320.0,637320.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,122,Administração Geral,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2824,Ações e materiais de apoio Didático-Pedagógico Educacional,44905200,Equipamentos e Material Permanente,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,52,0,Tesouro Municipal,8630.0,8630.0,0.0,8630.0,8630.0,0.0,0.0,0.0,0.0,0.0,0.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33901400,Diárias - Civil,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,14,0,Tesouro Municipal,7200.0,7200.0,5404.0,2514.4,1077.6,1436.8,1436.8,0.0,1436.8,1436.8,1436.8,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33903000,Material de Consumo,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,30,0,Tesouro Municipal,150891.0,150891.0,42489.35,124981.85,35305.7,89676.15,89756.15,80.0,89676.15,86947.05,86947.05,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33903300,Passagens e Despesas com Locomoção,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,33,0,Tesouro Municipal,8877.0,8877.0,5877.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33903600,Outros Serviços de Terceiros - Pessoa Física,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,36,0,Tesouro Municipal,598619.0,598619.0,10883.55,631716.9,52852.7,578864.2,580452.46,1588.26,578864.2,561100.64,534092.6,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,4024374.0,3874302.47,951940.75,4096537.79,1316490.27,2780047.52,3129653.47,349605.95,2780047.52,2398003.26,2390785.06,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33904700,Obrigações Tributárias e Contributivas,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,47,0,Tesouro Municipal,39361.0,39361.0,0.0,39361.0,0.0,39361.0,39361.0,0.0,39361.0,17962.27,17962.27,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,44905200,Equipamentos e Material Permanente,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,52,0,Tesouro Municipal,100000.0,100000.0,90000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,126,Tecnologia da Informação,3024,Suporte Administrativo,Atividade,Atividade,2818,"Aquisição de Materiais, Equipamentos e Serviços de Informação e Comunicação ",33903000,Material de Consumo,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,30,0,Tesouro Municipal,45515.0,45515.0,32515.0,7270.0,4932.65,2337.35,2337.35,0.0,2337.35,2337.35,2337.35,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,128,Formação de Recursos Humanos,3010,Melhoria da qualidade e ampliação do acesso à educação,Projeto,Projeto,3361,Implantação de pólos da Universidade Aberta do Brasil - UAB,44903000,Material de Consumo,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,30,0,Tesouro Municipal,30000.0,30000.0,0.0,30000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,128,Formação de Recursos Humanos,3010,Melhoria da qualidade e ampliação do acesso à educação,Projeto,Projeto,3361,Implantação de pólos da Universidade Aberta do Brasil - UAB,44903900,Outros Serviços de Terceiros - Pessoa Jurídica,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,39,0,Tesouro Municipal,45000.0,45000.0,0.0,44622.75,15000.0,29622.75,29622.75,0.0,29622.75,29622.75,29622.75,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,128,Formação de Recursos Humanos,3010,Melhoria da qualidade e ampliação do acesso à educação,Projeto,Projeto,3361,Implantação de pólos da Universidade Aberta do Brasil - UAB,44905200,Equipamentos e Material Permanente,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,52,0,Tesouro Municipal,30000.0,30000.0,0.0,29790.02,29790.02,0.0,0.0,0.0,0.0,0.0,0.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,128,Formação de Recursos Humanos,3011,Modernização e descentralização da gestão e prestação de serviços,Atividade,Atividade,2180,"Capacitação, Formação e Aperfeiçoamento de Servidores",33903000,Material de Consumo,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,30,0,Tesouro Municipal,20000.0,20000.0,12000.0,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,128,Formação de Recursos Humanos,3011,Modernização e descentralização da gestão e prestação de serviços,Atividade,Atividade,2180,"Capacitação, Formação e Aperfeiçoamento de Servidores",33903600,Outros Serviços de Terceiros - Pessoa Física,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,36,0,Tesouro Municipal,50000.0,50000.0,24560.0,20280.0,0.0,20280.0,20280.0,0.0,20280.0,20280.0,19080.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,128,Formação de Recursos Humanos,3011,Modernização e descentralização da gestão e prestação de serviços,Atividade,Atividade,2180,"Capacitação, Formação e Aperfeiçoamento de Servidores",33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,60000.0,60000.0,18000.0,26000.0,5254.85,20745.15,20745.15,0.0,20745.15,20745.15,20745.15,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,128,Formação de Recursos Humanos,3011,Modernização e descentralização da gestão e prestação de serviços,Atividade,Atividade,2180,"Capacitação, Formação e Aperfeiçoamento de Servidores",33904700,Obrigações Tributárias e Contributivas,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,47,0,Tesouro Municipal,11856.0,11856.0,0.0,11856.0,0.0,11856.0,11856.0,0.0,11856.0,6824.0,4792.0,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,361,Ensino Fundamental,3023,Superação da extrema pobreza,Atividade,Atividade,2826,Alfabetização de Jovens e Adultos,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,961272.0,957127.34,6160.48,1044157.05,125080.28,919076.77,1095802.77,176726.0,919076.77,909335.6,909335.6,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,365,Educação Infantil,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2825,Operação e Manutenção de CEIs e Creches da rede conveniada e outras modalidades de parcerias,33903600,Outros Serviços de Terceiros - Pessoa Física,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,36,0,Tesouro Municipal,105482.0,134706.8,0.0,230363.46,100745.08,129618.38,141397.52,11779.14,129618.38,126384.3,126384.3,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,365,Educação Infantil,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2825,Operação e Manutenção de CEIs e Creches da rede conveniada e outras modalidades de parcerias,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,63463350.0,82666696.02,0.0,99358429.92,17665434.07,81692995.85,84187973.12,2494977.27,81692995.85,81543347.48,81263377.48,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,365,Educação Infantil,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2825,Operação e Manutenção de CEIs e Creches da rede conveniada e outras modalidades de parcerias,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,2,Transferências Federais,0.0,4309848.0,0.0,4669294.61,374680.03,4294614.58,4296054.61,1440.03,4294614.58,4294614.58,4294614.58,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,365,Educação Infantil,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2825,Operação e Manutenção de CEIs e Creches da rede conveniada e outras modalidades de parcerias,33909200,Despesas de Exercícios Anteriores,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,92,0,Tesouro Municipal,0.0,171471.06,0.0,171471.06,0.0,171471.06,171471.06,0.0,171471.06,171471.06,171471.06,25/02/2015 14:29:29
2014-01-01,2014-12-31,2014,2014,Administração Direta,16,SME,Secretaria Municipal de Educação,20,Diretoria Regional de Educação - São Miguel,12,Educação,368,Educação Básica,3010,Melhoria da qualidade e ampliação do acesso à educação,Atividade,Atividade,2822,Operação e Manutenção do Sistema Municipal de Ensino,33903000,Material de Consumo,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,30,0,Tesouro Municipal,3079725.0,3045398.45,940949.87,3179850.42,1867000.39,1312850.03,1390526.68,77676.65,1312850.03,881121.73,881121.73,25/02/2015 14:29:29
