datainicial,datafinal,cd_anoexecucao,cd_exercicio,administracao,cd_orgao,ds_orgao,cd_unidade,ds_unidade,projetoatividade,ds_projeto_atividade,cd_despesa,ds_despesa,sld_orcado_ano,vl_atualizado,vl_empenhadoliquido,vl_liquidado
2003-01-01,2003-12-31,2003,2003,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33909300,Indenizações e Restituições,2000.0,0.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33909200,Despesas de Exercícios Anteriores,6000.0,0.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33909100,Sentenças Judiciais,1000.0,0.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33904700,Obrigações Tributárias e Contributivas,3000.0,3000.0,3000.0,3000.0
2003-01-01,2003-12-31,2003,2003,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,1430000.0,1218000.0,1218000.0,1218000.0
2003-01-01,2003-12-31,2003,2003,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2050,Fiscalização Orçamentária e Financeira,33903700,Locação de Mão-de-Obra,520000.0,533000.0,533000.0,533000.0
2003-01-01,2003-12-31,2003,2003,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2153,Publicação de Editais e Outras Legais,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,3000.0,800.0,800.0,800.0
2003-01-01,2003-12-31,2003,2003,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2053,"Aquisição de Materias, Equip. e Serv. Informática -TCMSP",33903000,Material de Consumo,110000.0,368000.0,368000.0,368000.0
2003-01-01,2003-12-31,2003,2003,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2053,"Aquisição de Materias, Equip. e Serv. Informática -TCMSP",33903500,Serviços de Consultoria,1000.0,0.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2053,"Aquisição de Materias, Equip. e Serv. Informática -TCMSP",33903900,Outros Serviços de Terceiros - Pessoa Jurídica,468000.0,385000.0,385000.0,385000.0
2003-01-01,2003-12-31,2003,2003,Direta,10,Tribunal de Contas,10,Tribunal de Contas,2053,"Aquisição de Materias, Equip. e Serv. Informática -TCMSP",44905200,Equipamentos e Material Permanente,570000.0,210000.0,210000.0,210000.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,10,Administração do Gabinete da Prefeita,2104,Administração do Gabinete do Vice-Prefeito,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,10000.0,9037.6,8075.21,8075.21
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,10,Administração do Gabinete da Prefeita,2104,Administração do Gabinete do Vice-Prefeito,33903600,Outros Serviços de Terceiros - Pessoa Física,5000.0,2500.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,10,Administração do Gabinete da Prefeita,2104,Administração do Gabinete do Vice-Prefeito,33903000,Material de Consumo,12000.0,1000.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,10,Administração do Gabinete da Prefeita,1020,Anhembi-Turismo e Eventos da Cidade de São Paulo S/A,45906500,Constituição ou Aumento de Capital de Empresas,1000.0,500.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,10,Administração do Gabinete da Prefeita,2104,Administração do Gabinete do Vice-Prefeito,44905200,Equipamentos e Material Permanente,25000.0,1067.0,1067.0,1067.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,10,Administração do Gabinete da Prefeita,2124,Participação no Carnaval Paulistano de 2004,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,1000.0,3000500.0,3000000.0,3000000.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,10,Administração do Gabinete da Prefeita,2119,Participação no Carnaval Paulistano,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,13000000.0,12980000.0,12980000.0,12980000.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,10,Administração do Gabinete da Prefeita,2111,Administração do Serviço do Cerimonial,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,65000.0,51835.08,38670.16,38670.16
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,10,Administração do Gabinete da Prefeita,2111,Administração do Serviço do Cerimonial,33903600,Outros Serviços de Terceiros - Pessoa Física,10000.0,2500.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,10,Administração do Gabinete da Prefeita,2111,Administração do Serviço do Cerimonial,33903000,Material de Consumo,25000.0,0.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2118,"Promoção e Campanhas, Simpósios e Eventos Turíst., Culturais e Cívicos",33903900,Outros Serviços de Terceiros - Pessoa Jurídica,3500000.0,5482674.33,5475000.0,4344992.64
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2155,Operação e Manutenção do Plano de Metropolização,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,600000.0,1000.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2155,Operação e Manutenção do Plano de Metropolização,33903500,Serviços de Consultoria,1000.0,637149.16,636298.33,636298.33
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2155,Operação e Manutenção do Plano de Metropolização,33903300,Passagens e Despesas com Locomoção,38000.0,19000.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2155,Operação e Manutenção do Plano de Metropolização,33903000,Material de Consumo,1000.0,500.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2112,Comissão Municipal de Defesa Civil - COMDEC,44905200,Equipamentos e Material Permanente,70000.0,4197.1,3394.2,3394.2
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2112,Comissão Municipal de Defesa Civil - COMDEC,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,100000.0,58247.64,24547.77,24547.77
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2112,Comissão Municipal de Defesa Civil - COMDEC,33903600,Outros Serviços de Terceiros - Pessoa Física,1000.0,500.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2112,Comissão Municipal de Defesa Civil - COMDEC,33903500,Serviços de Consultoria,300000.0,112505.7,110011.4,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2155,Operação e Manutenção do Plano de Metropolização,44905200,Equipamentos e Material Permanente,40600.0,800.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2190,Implantação do Orçamento Participativo,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,1590000.0,1104073.51,1004219.34,919958.11
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2152,Administração da Coordenadoria Especial de Assuntos da População Negra,33903000,Material de Consumo,40000.0,10400.0,10387.0,10387.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2103,Aluguel de Imóveis e Despesas Correlatas,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,70000.0,303760.11,267520.22,213879.14
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2103,Aluguel de Imóveis e Despesas Correlatas,33903600,Outros Serviços de Terceiros - Pessoa Física,130000.0,45915.26,45904.01,43404.01
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2102,Aquisição e Locação de Veículos para a Frota,44905200,Equipamentos e Material Permanente,100000.0,335645.0,316290.0,209640.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2102,Aquisição e Locação de Veículos para a Frota,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,300000.0,439069.51,408614.22,362790.06
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2101,Operação e Manutenção da Frota,33903000,Material de Consumo,50000.0,28367.5,6735.01,6735.01
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2108,Fornecimento de Combustíveis,33903000,Material de Consumo,185000.0,260843.1,260686.2,183532.24
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2190,Implantação do Orçamento Participativo,44905200,Equipamentos e Material Permanente,50000.0,13881.0,12181.0,12181.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2149,Administração da Coordenadoria Especial do Orçamento Participativo,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,80000.0,150749.03,146498.07,146498.07
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,1031,"Construção, Ampliação e Reforma de Edificações - SGM",33903900,Outros Serviços de Terceiros - Pessoa Jurídica,1000.0,500.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2148,Administração do Gabinete do Secretário de Governo,44905200,Equipamentos e Material Permanente,690000.0,1424291.64,505808.36,207365.89
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2116,Auxílio-Transporte,33904900,Auxílio-Transporte,900000.0,900000.0,609781.93,609781.93
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2115,Auxílio- Refeição,33904600,Auxílio-Alimentação,1204280.0,1204280.0,1165880.01,1165880.01
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2154,Administração do Conselho da Criança e do Adolescente,44905200,Equipamentos e Material Permanente,100000.0,6502.0,6502.0,6502.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2154,Administração do Conselho da Criança e do Adolescente,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,60000.0,43876.0,27752.0,27752.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2154,Administração do Conselho da Criança e do Adolescente,33903600,Outros Serviços de Terceiros - Pessoa Física,1000.0,500.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2154,Administração do Conselho da Criança e do Adolescente,33903000,Material de Consumo,39000.0,0.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2170,"Aquisição de Materiais, Equipamentos e Serviços de Informática",33903900,Outros Serviços de Terceiros - Pessoa Jurídica,30000.0,15000.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2148,Administração do Gabinete do Secretário de Governo,33903600,Outros Serviços de Terceiros - Pessoa Física,65000.0,32500.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2148,Administração do Gabinete do Secretário de Governo,33903500,Serviços de Consultoria,250000.0,90800.0,15800.0,15800.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2148,Administração do Gabinete do Secretário de Governo,33903300,Passagens e Despesas com Locomoção,210000.0,195000.0,180000.0,152506.14
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2148,Administração do Gabinete do Secretário de Governo,33903000,Material de Consumo,340000.0,288784.64,244569.29,168840.03
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2114,"Consumo de Água, Energia Elétrica, Gás Encanado e Telefone",33903900,Outros Serviços de Terceiros - Pessoa Jurídica,1550000.0,1594014.78,1539029.57,1445053.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2170,"Aquisição de Materiais, Equipamentos e Serviços de Informática",44905200,Equipamentos e Material Permanente,300000.0,291667.68,291667.68,291667.68
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2101,Operação e Manutenção da Frota,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,100000.0,94795.75,92091.51,55811.85
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2156,Administração da Coordenadoria de Participação Popular e Conselhos,44905200,Equipamentos e Material Permanente,100000.0,1506.0,1506.0,1506.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2150,Administração da Coordenadoria Especial da Mulher,44905200,Equipamentos e Material Permanente,120000.0,13359.79,7617.43,6826.16
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2150,Administração da Coordenadoria Especial da Mulher,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,594600.0,411010.18,238585.18,231585.18
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2150,Administração da Coordenadoria Especial da Mulher,33903600,Outros Serviços de Terceiros - Pessoa Física,5400.0,12200.0,0.0,0.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2150,Administração da Coordenadoria Especial da Mulher,33903000,Material de Consumo,80000.0,5000.0,4997.55,4997.55
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2151,Administração da Coordenadoria Especial da Juventude,44905200,Equipamentos e Material Permanente,25000.0,1506.0,1506.0,1506.0
2003-01-01,2003-12-31,2003,2003,Direta,11,Gabinete da Prefeita,20,Secretaria do Governo Municipal,2151,Administração da Coordenadoria Especial da Juventude,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,415000.0,300561.92,206603.68,206603.68
