Órgão;Fornecedor;CNPJ;Objeto;Valor (R$);Modalidade;Contrato;Data de Assinatura;Vigência(Dias);Licitação
SEGURANÇA URBANA;FIAT AUTOMÓVEIS S/A;16.701.716/0001-56;Aquisição de veículos  0 Km, tipo furgão, com modelo no mínimo correspondente à data da nota fiscal, a serem adquiridos para emprego com Base Comunitária Móvel em apoio à atividade de policiamento realizada através da Guarda Civil Metropolitana, devendo possuir os equipamentos, adaptações e os acessórios conforme descrito no  Anexo I - deste edital;4.200.000,00;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;008/ SMSU/ 2009;7/5/2009;120;002/SMSU/2009;
SEGURANÇA URBANA;BUSPEÇAS INDÚSTRIA METALÚRGICA LTDA;00.870.243/0001-80;Aquisição de 02 veiculos para transporte de passageiros, 0 Km, carroceria tipo ônibus urbano, cor branca, capacidade mínima para 44 (quarenta e quatro) lugares ano de fabricação e modelo não inferior a emissão da Nota Fiscal, movido a diesel, equipamentos adicionais grafismo padrão da GCM e rádio transceptor móvel, possuindo os equipamentos e acessórios constantes no anexo I ? Especificações Técnicas deste edital (Descrição do veiculo   Grafismo  Rádio Transceptor Móvel e Modelo de Atestado de Capacidade Técnica);483.000,00;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;06/SMSU/2009;24/4/2009;90;003/SMSU/2009;
SEGURANÇA URBANA;RC CONSULTORIA REPRESENTAÇÃO DE PRODUTOS PARA SEGU;09.525.560/0001-34;Aquisição de 7.000 (sete mil) unidades de espargidor de agente de pimenta OC, acompanhado de porta espargidor, conforme descrito no  Anexo I - deste edital.;455.000,00;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;013/2009;4/9/2009;30;004/SMSU/2009;
SEGURANÇA URBANA;ISOCA TRANSPORTES E INFORMÁTICA LTDA - ME;03.610.590/0001-62;Contratação de empresa especializada para prestação de serviço de transporte com veículos de quilometragem livre, do TIPO "B", conforme as características aqui elencadas e com as demais especificações descritas no ANEXO I.;142.000,00;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;005/SMSU/2009;9/4/2009;360;005/SMSU/2009;
SEGURANÇA URBANA;ISOCA TRANSPORTES E INFORMÁTICA LTDA - ME;03.610.590/0001-62;Contratação de empresa especializada para prestação de serviço de transporte com veículos de quilometragem livre, do TIPO "B", conforme as características aqui elencadas e com as demais especificações descritas no ANEXO I.;142.000,00;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;005/SMSU/2009;9/4/2009;360;005/SMSU/2009;
SEGURANÇA URBANA;BUSPEÇAS INDÚSTRIA METALÚRGICA LTDA;00.870.243/0001-80;Contratação de empresa especializada para prestação de serviço de transporte com veículos de quilometragem livre, do TIPO "B", conforme as características aqui elencadas e com as demais especificações descritas no ANEXO I.;483.000,00;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;06/SMSU/2009;24/4/2009;90;005/SMSU/2009;
SEGURANÇA URBANA;BUSPEÇAS INDÚSTRIA METALÚRGICA LTDA;00.870.243/0001-80;Aquisição de 03 (três) Veículos para atendimento ao público, com motor de no mínimo 2000 cc, na cor BRANCA movido a diesel, zero km, com porta lateral deslizante e portas traseiras, fabricado no Brasil ou Mercosul, devendo possuir as características conforme descrito no  Anexo I - deste edital.;483.000,00;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;06/SMSU/2009;24/4/2009;90;006/SMSU/2009;
SEGURANÇA URBANA;COFIPE VEÍCULOS LTDA;61.100.202/0001-08;Aquisição de 03 (três) Veículos para atendimento ao público, com motor de no mínimo 2000 cc, na cor BRANCA movido a diesel, zero km, com porta lateral deslizante e portas traseiras, fabricado no Brasil ou Mercosul, devendo possuir as características conforme descrito no  Anexo I - deste edital.;838.500,00;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;007/ SMSU/ 2009;7/5/2009;120;006/SMSU/2009;
SEGURANÇA URBANA;ARTLIMP SERVIÇOS LTDA;00.798.619/0001-93;contratação de empresa especializada para prestação de serviço de LIMPEZA, ASSEIO E CONSERVAÇÃO PREDIAL, com fornecimento de mão-de-obra, saneantes domissanitários, materiais e equipamentos, visando à obtenção de adequadas condições de salubridade e higiene, sob inteira responsabilidade da contratada, conforme Termo de Referência ? Anexo I.;721.350,00;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;010/SMSU/2009;7/7/2009;24;008/SMSU/2009;
COMUNICAÇÃO;TOTAL EDITORA LTDA.;78.774.338/0001-98;Prestação de Serviços de Impressão Gráfica de Boletins Informativos dos Órgãos Municipais.;1.904.490,00;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;001/SECOM/2009;30/1/2009;180;004/SECOM/2008;
COMUNICAÇÃO;TOTAL EDITORA LTDA.;78.774.338/0001-98;Prestação de Serviços de Impressão Gráfica de Boletins Informativos dos Órgãos Municipais.;90,69;PREGÃO PRESENCIAL EXTRATO DE ADITAMENTO;002/SECOM/2008;12/12/2008;360;004/SECOM/2008;
COMUNICAÇÃO;SKS TRANSPORTES LTDA. - EPP;04.146.911/0001-82;Contratação de Empresa Especializada em Prestação de Serviço de Transporte com Veículos, incluindo Motorista e Combustível, com quilometragem livre.;1.016.128,64;PREGÃO PRESENCIAL EXTRATO DE ADITAMENTO;006/SECOM/2008;5/1/2008;360;005/SECOM/2008;
COMUNICAÇÃO;DS SERVIÇO DE COMUNICAÇÃO E CONSULTORIA LTDA;05.806.588/0001-99;Execução de serviços técnicos especializados em assessoria de imprensa para atender a Secretaria Municipal de Habitação;121.000,00;DISPENSA EXTRATO DE CONTRATO;005/SECOM/2009;18/11/2009;30;2009-0.177.329-4;
COMUNICAÇÃO;DS Serviços de Comunicação e Consultoria Ltda;05.806.588/0001-99;Execução de serviços técnicos especializados em assessoria de imprensa para atender a Secretaria Municipal de Habitação;121.000,00;DISPENSA EXTRATO DE ADITAMENTO;005/SECOM/2009;18/11/2009;30;2009-0.177.329-4;
COMUNICAÇÃO;DS SERVIÇO DE COMUNICAÇÃO E CONSULTORIA LTDA;05.806.588/0001-99;Execução de serviços técnicos especializados em assessoria de imprensa para atender a Secretaria Municipal de Habitação;80.000,00;DISPENSA EXTRATO DE CONTRATO;005/SECOM/2009;18/12/2009;23;2009-0.177.329-4;
COMUNICAÇÃO;FATOR F INTELIGÊNCIA EM COMUNICAÇÃO LTDA;05.527.558/0001-43;Execução de serviços técnicos especializados em assessoria de imprensa par atender ao Gabinete do Prefeito e a Secretaria Executiva de Comunicação.;230.000,00;DISPENSA EXTRATO DE CONTRATO;003/SECOM/2009;12/8/2009;30;2009-0.162.249-0;
COMUNICAÇÃO;SABOY COMUNICAÇÃO LTDA;67.136.184/0001-92;Contratação de Serviços de Assessoria de Imprensa por meio do Credenciamento 001/SECOM/2008;93.350,00;DISPENSA EXTRATO DE CONTRATO;006/SECOM/2009;4/8/2009;57;2009-0.223.166-5;
COMUNICAÇÃO;SABOY COMUNICAÇÃO LTDA;67.136.184/0001-92;Contratação de Serviços de Assessoria de Imprensa por meio do Credenciamento 001/SECOM/2008;56.092,05;DISPENSA EXTRATO DE CONTRATO;006/SECOM/2009;27/11/2009;34;2009-0.223.166-5;
COMUNICAÇÃO;LU FERNANDES ESCRITÓRIO DE COMUNICAÇÃO E EDITORA L;67.146.506/0001-84;Prestação de Serviços Técnicos Especializados em Assessoria de Imprensa, de interesse da Secretaria Municipal de Planejamento ? SEMPLA, por intermédio do Termo de Credenciamento nº 004/SECOM/2008;175.000,00;DISPENSA EXTRATO DE CONTRATO;007/SECOM/2009;10/8/2009;150;2009-0.229.132-3;
COMUNICAÇÃO;IMPRENSA OFICIAL DO ESTADO S/A - IMESP;48.066.047/0001-84;Prestação de Serviços de assinaturas de ?Clipping? de Jornais e Revistas ? Prorrogação do Prazo Contratual;653.698,14;DISPENSA EXTRATO DE CONTRATO;009/SECOM/2009;11/9/2009;360;2009-0.238.559-0;
COMUNICAÇÃO;ANTIX EXPRESS ENTREGAS RÁPIDAS LTDA. - ME;04.543.079/0001-58;Contratação de empresa prestadora de serviços de moto-frete (motocicleta com baú e motociclista), para a realização de tarefas externas (entrega e coleta de documentos e pequenas cargas), em todas as regiões da Capital e da Grande São Paulo.;183.324,00;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;011/SECOM/2009;25/11/2009;360;004/SECOM/2009;
COMUNICAÇÃO;Giusti Consultoria de Marketing Ltda;05.864.862/0001-86;Prestação de Serviços Técnicos Especializados em Assessoria de Imprensa.;192.000,00;DISPENSA EXTRATO DE ADITAMENTO;008/SECOM/2009;17/11/2009;43;2009-0.236.401-0;
COMUNICAÇÃO;FAT - Fundação de Apoio à Tecnologia;58.415.092/0001-50;Prestação de Serviços Técnicos Especializados de ?operação mensal?, com disponibilização de ferramenta informatizada que possibilite o acompanhamento e avaliação dos preços praticados por fornecedores de serviços e materiais de publicidade, de interesse desta Pasta.;378.000,00;INEXIGIBILIDADE EXTRATO DE CONTRATO;013/SECOM/2009;1/12/2009;360;2009-0.337.913-5;
COMUNICAÇÃO;FAT - Fundação de Apoio à Tecnologia;58.415.092/0001-50;Prestação de Serviços Técnicos Especializados de ?operação mensal?, com disponibilização de ferramenta informatizada que possibilite o acompanhamento e avaliação dos preços praticados por fornecedores de serviços e materiais de publicidade, de interesse desta Pasta.;378.000,00;INEXIGIBILIDADE EXTRATO DE ADITAMENTO;013/SECOM/2009;1/12/2009;360;2009-0.337.913-5;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;BANCO DO BRASIL S/A;00.000.000/2885-19;CONTRATAÇÃO DE INSTITUIÇÃO FINANCEIRA OFICIAL OU INSTITUIÇÃO   BANCÁRIA PRIVADA PARA PRESTAÇÃO DE  SERVIÇOS DE   PAGAMENTO DE BENEFÍCIOS  DOS PROGRAMAS BOLSA TRABALHO, OPERAÇÃO TRABALHO E COMEÇAR DE NOVO, PREVISTOS NAS LEIS 13.841/04,13.178/2001 E 13.799/04, COM LANÇAMENTOS E EMISSÃO DE CARTÕES MAGNÉTICOS,   PARA OS BENEFICIÁRIOS, DE ACORDO  COM AS ESPECIFICAÇÕES TÉCNICAS E CONDIÇÕES PREVISTAS  DO ANEXO I, INTEGRANTE DESTE EDITAL ? Pregão 07/SMTRAB/2007;53.076,00;PREGÃO PRESENCIAL EXTRATO DE ADITAMENTO;003/2007/SMTRAB;9/11/2009;360;007/SMTRAB/2007;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;SKS TRANSPORTES LTDA ME;04.146.911/0001-82;A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE TRANSPORTE COM VEICULOS, COM MOTORISTA E COMBUSTIVEL, DE QUILOMETRAGEM LIVRE;372.509,28;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;14/2008/SMTRAB;8/6/2009;90;005/SMTRAB/2008;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;AÇO FORTE SEGURANÇA E VIGILANCIA LTDA;07.447.264/0001-37;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇO DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL;255.507,68;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;020/2008/SMTRAB;24/11/2009;90;006/SMTRAB/2008;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;HERSA ENGENHARIA E SERVIÇOS LTDA;01.376.473/0001-50;Contratação de empresa prestadora de serviços de reforma e adaptação DO CAT LAPA;358.761,82;DISPENSA EXTRATO DE CONTRATO;01/2009/SMTRAB;29/1/2009;45;2008-0.319.914-3;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;TOK TAKE ALIMENTAÇÃO LTDA;00.777.022/0001-62;A contratação de empresa especializada para locação, instalação, abastecimento e manutenção de 05 (cinco) máquinas de café;103.418,88;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;02/2009/SMTRAB;2/3/2009;360;002/SMTRAB/2009;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;CONSERVADORA PAULISTA DE BOMBAS LTDA - EPP;60.920.543/0001-59;CONTRATAÇÃO DE SERVIÇOS DE MANUTENÇÃO CORRETIVA E PREVENTIVA DE MOTO BOMBA;3.230,00;DISPENSA EXTRATO DE CONTRATO;013/2009/SMTRAB;12/8/2009;360;2009-0.204.020-7;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;CONSERVADORA PAULISTA DE BOMBAS LTDA;60.920.543/0001-59;CONTRATAÇÃO DE SERVIÇOS DE MANUTENÇÃO CORRETIVA E PREVENTIVA DE MOTO BOMBA;3.230,00;DISPENSA EXTRATO DE CONTRATO;013/2009/SMTRAB;12/8/2009;360;2009-0.204.020-7;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;CINE FOTO RUDGE LTDA-ME;49.526.510/0001-96;REVELAÇÕES FOTOGRAFICAS;7.859,50;DISPENSA EXTRATO DE CONTRATO;003/2009/PMSP/SMTRAB;23/3/2009;180;2009-0.076.244-2;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;ASSOC. PARA VALORIZAÇÃO E PROMOÇÃO DE EXCEPCIONAIS;43.337.682/0001-35;SERVIÇOS DE APOIO ADMINISTRATIVO TÉCNICO E OPERACIONAL;12.665.418,48;DISPENSA EXTRATO DE CONTRATO;007/2009/PMSP/SMTRA;29/5/2009;360;2009-0.139-918-0;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;ASSOC. PARA VALORIZAÇÃO E PROMOÇÃO DE EXCEPCIONAIS;43.337.682/0001-35;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM QUALIFICAÇÃO PROFISSIONAL;2.319.020,00;DISPENSA EXTRATO DE CONTRATO;006/2009/SMTRAB;6/5/2009;81;2009-0.105.927-3;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;ASSOCIAÇÃO PARA VALORIZ. DE PESSOAS COM DEFICIENCI;43.337.682/0001-35;Contratação de empresa especializada em qualificação profissional.;5.295.713,59;DISPENSA EXTRATO DE CONTRATO;001/2009/SEMDET;23/11/2009;159;2009-0.298.822-7;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;kasuo Sakuda;505.769.098-15;locação de imovel cat são mateus;102.000,00;DISPENSA EXTRATO DE CONTRATO;002/2009/SEMDET;30/11/2009;360;2008-0.159.361-8;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;ANDRE MEILER E OUTROS;358.825.558-33;PRORROGAÇÃO LOCAÇÃO CAT LAPA;108.000,00;DISPENSA EXTRATO DE ADITAMENTO;029/2008/SMTRAB;3/12/2009;360;2008-0.344.991-3;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;CINE FOTO RUDGE LTDA;49.526.510/0001-96;SERVIÇOS DE LABORATORIO FOTOGRAFICO;7.859,50;DISPENSA EXTRATO DE CONTRATO;004/2009/SEMDET;18/12/2009;360;2009-0.336.796-0;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;VIVO S/A;02.449.992/0056-38;TELEFONIA MOVEL;6.000,00;COMPRA POR ATA DE REGISTRO DE PREÇO EXTRATO DE ADITAMENTO;08/2008/SMTRAB;20/2/2009;68;043/2007- CGBS/DGSS;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;VIVO S/A;02.449.992/0056-38;TELEFONIA MOVEL;20.000,00;COMPRA POR ATA DE REGISTRO DE PREÇO EXTRATO DE ADITAMENTO;08/2008/SMTRAB;30/4/2009;360;043/2007- CGBS/DGSS;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;34.028.316/0031-29;SERVIÇOS DE POSTAGEM;33.750,00;INEXIGIBILIDADE EXTRATO DE ADITAMENTO;001/2007/SMTRAB;24/3/2009;360;2007-0.053.234-6;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;VANI 10 COMERCIO DE AGUA LTDA-ME;07.673.616/0001-72;AQUISIÇÃO DE AGUA MINERAL SEM GAS GALÃO 20 LITROS;14.356,20;COMPRA POR ATA DE REGISTRO DE PREÇO EXTRATO DE COMPRA;006/2008/SMTRAB;23/3/2009;360;2007.7421.2338;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;EMPRESA DE TECN DA INFOR. E COMUN. MUNIC DE SP;43.076.702/0001-61;DISPONIBILIZAÇÃO DE LINKS;510.095,56;COMPRA POR ATA DE REGISTRO DE PREÇO EXTRATO DE COMPRA;04/2009/SMTRAB;24/3/2009;360;03.10/2006;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;UNIREPRO SERVIÇOS TECNOLOGICOS LTDA;56.811.086/0001-97;LOCAÇÃO DE SERVIDOR DE REDE SIGAE;56.424,00;COMPRA POR ATA DE REGISTRO DE PREÇO EXTRATO DE ADITAMENTO;021/2008/SMTRAB;24/9/2009;90;025/2008 Itanhaem;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;UNIREPRO SERVIÇOS TECNOLOGICOS LTDA;56.811.086/0001-97;LOCAÇÃO DE SERVIDOR DE REDE SIGAE;56.424,00;COMPRA POR ATA DE REGISTRO DE PREÇO EXTRATO DE ADITAMENTO;021/2008/SMTRAB;23/12/2009;90;025/2008 Itanhaem;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;EMPRESA DE TECNOL. DA INFORM. E COMUN DO MUN DE SP;43.076.702/0001-61;PRESTAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS EM TECNOLOGIA DA INFORMAÇÃO;525.341,76;DISPENSA EXTRATO DE CONTRATO;05/2009/SMTRAB;30/3/2009;360;2009-0.086.308-7;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;HELCY MULLER MOUTINHO E OUTROS;046.924.668-55;LOCAÇAO DE IMOVEL PARA INSTALAÇAO DO CAT-INTERLAGOS;142.764,60;DISPENSA EXTRATO DE ADITAMENTO;004/2005/SMTRAB;16/3/2009;194;2005-0.044.866-0;
DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO;HELCY MULLER MOUTINHO E OUTROS;046.924.668-55;LOCAÇAO DE IMOVEL PARA INSTALAÇAO DO CAT-INTERLAGOS;264.924,00;DISPENSA EXTRATO DE ADITAMENTO;004/2005/SMTRAB;10/9/2009;360;2005-0.044.866-0;
RELACOES INTERNACIONAIS E FEDERATIVAS;Conceito Congressos e Eventos Ltda. ME;38.879.862/0001-09;Contratação de empresa para viabilizar a participação da PMSP no evento ?MIPIM 2009 ? The World Property Market?;291.013,87;INEXIGIBILIDADE EXTRATO DE CONTRATO;001/2009 - SMRI;13/2/2009;47;2009-0.033.071-2;
RELACOES INTERNACIONAIS E FEDERATIVAS;Emp.Tecnologia da Informação e Comunicação- Prodam;43.076.702/0001-61;Contratação de empresa para a prestação de serviços de Sustentação de Tecnologia da Informação e Comunicação - TIC;77.665,36;DISPENSA EXTRATO DE CONTRATO;003/2009 - SMRI;28/5/2009;365;2009-0.094.517-2;
RELACOES INTERNACIONAIS E FEDERATIVAS;G.N. Gerenciamento Nacional de Transportes e Servi;71.632.160/0001-00;Contratação de empresa especializada para prestação de serviço de transporte com veículos, com motorista e combustível, de quilometragem livre, de 03 (três) veículos do GRUPO "B" e 01 (um) veículo do GRUPO ?C?, perfazendo o máximo de 300 (trezentas) horas mensais por veículo, mas com cada motorista perfazendo o máximo de 220 (duzentas e vinte) horas mensais, obedecendo assim o Decreto Lei 5.452/43, (Consolidação das Leis do Trabalho), de acordo com as necessidades da Contratante, inclusive em finais de semana, feriados e períodos noturnos, conforme descrito na Cláusula Primeira ? Do Objeto e demais condições do Anexo I ? Termo de Referência, do Edital;367.200,00;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;009/2009;29/10/2009;360;002/2009 - SMRI;
RELACOES INTERNACIONAIS E FEDERATIVAS;Sersil Transportes Ltda.;71.925.101/0001-11;Contratação de empresa especializada para prestação de serviço de transporte com veículos, com motorista e combustível, de quilometragem livre, de 03 (três) veículos do GRUPO "B" e 01 (um) veículo do GRUPO ?C?, perfazendo o máximo de 300 (trezentas) horas mensais por veículo, mas com cada motorista perfazendo o máximo de 220 (duzentas e vinte) horas mensais, obedecendo assim o Decreto Lei 5.452/43, (Consolidação das Leis do Trabalho), de acordo com as necessidades da Contratante, inclusive em finais de semana, feriados e períodos noturnos, conforme descrito na Cláusula Primeira ? Do Objeto e demais condições do Anexo I ? Termo de Referência, do Edital;86.400,00;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;011/2009 - SMRI;1/12/2009;360;002/2009 - SMRI;
RELACOES INTERNACIONAIS E FEDERATIVAS;Anexo Comunicações Ltda.;58.015.983/0001-10;Contratação de empresa para a realização do projeto expográfico, consultoria na montagem do estande da cidade de São Paulo quando da sua participação no evento ?Expo Xangai 2010 China?;157.000,00;INEXIGIBILIDADE EXTRATO DE CONTRATO;008/2009 - SMRI;24/9/2009;360;2009-0.177.231-0;
RELACOES INTERNACIONAIS E FEDERATIVAS;Oppius Serviços Terceirizados Ltda.;10.431.025/0001-01;Contratação de empresa para prestação de serviços de copeiragem;27.120,00;PREGÃO PRESENCIAL EXTRATO DE CONTRATO;010/2009 - SMRI;5/11/2009;360;003/2009 - SMRI;
SUBPREFEITURA: CAMPO LIMPO;ERA TECNICA ENGENHARIA, CONSTRUÇÕES E SERVIÇOS LTD;65.035.222/0001-95;Locação de máquinas pesadas, com operador, combustível e EPI.;229.100,00;PREGÃO EXTRATO DE ADITAMENTO;03/2009-ADITAMENTO;12/11/2009;150;011/SP-CL/2007;
SUBPREFEITURA: CAMPO LIMPO;COOPERMUND ? COOPERATIVA DE TRABALHO DOS PROFISSIO;05.449.253/0001-60;Serviços de Moto Frete.;21.600,00;PREGÃO PRESENCIAL EXTRATO DE ADITAMENTO;042/SP-CL/CAF-SAS/07;5/12/2009;360;018/SP-CL/2007;
