datainicial,datafinal,cd_anoexecucao,cd_exercicio,administracao,cd_orgao,sigla_orgao,ds_orgao,cd_unidade,ds_unidade,cd_funcao,ds_funcao,cd_subfuncao,ds_subfuncao,cd_programa,ds_programa,pa,papa,projetoatividade,ds_projeto_atividade,cd_despesa,ds_despesa,categoria_despesa,ds_categoria,grupo_despesa,ds_grupo,cd_modalidade,ds_modalidade,cd_elemento,cd_fonte,ds_fonte,sld_orcado_ano,vl_atualizado,vl_congelado,vl_descongelado,vl_congeladoliquido,vl_reservado,vl_cancelado,vl_reservadoliquido,vl_empenhado,vl_anulado,vl_empenhadoliquido,vl_liquidado,vl_pago
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33903000,Material de Consumo,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,30,0,Tesouro Municipal,297000.0,499111.53,68487.66,68487.66,0.0,570847.2,116643.73,454203.47,146059.72,10178.39,135881.33,69749.68,65281.16
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33903300,Passagens e Despesas com Locomoção,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,33,0,Tesouro Municipal,350000.0,350000.0,80709.37,30000.0,50709.37,499661.82,203268.29,296393.53,382292.69,115899.16,266393.53,96878.48,92855.41
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33903500,Serviços de Consultoria,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,35,0,Tesouro Municipal,2600000.0,2278310.32,2224335.78,7423.91,2216911.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33903600,Outros Serviços de Terceiros - Pessoa Física,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,36,0,Tesouro Municipal,30000.0,14735.47,6917.95,0.0,6917.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,12050000.0,12030055.0,2791208.28,1100000.0,1691208.28,11581803.18,1698086.44,9883716.74,10499865.76,1684848.08,8815017.68,3892421.51,3611383.83
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33904700,Obrigações Tributárias e Contributivas,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,47,0,Tesouro Municipal,30000.0,30000.0,6917.95,0.0,6917.95,22514.4,0.0,22514.4,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33909200,Despesas de Exercícios Anteriores,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,92,0,Tesouro Municipal,0.0,99787.68,0.0,0.0,0.0,87693.67,323.93,87369.74,149593.59,62254.45,87339.14,79812.08,79812.08
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,44905200,Equipamentos e Material Permanente,4.0,Despesas de Capital,4.0,INVESTIMENTOS,90,Aplicações Diretas,52,0,Tesouro Municipal,100000.0,130000.0,100000.0,100000.0,0.0,136893.3,38287.69,98605.61,39721.18,0.0,39721.18,20128.67,18758.68
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Atividade,Auxilios,2100,Administração da Unidade,33904600,Auxílio-Alimentação,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,46,0,Tesouro Municipal,1461530.0,1461530.0,0.0,0.0,0.0,1006414.82,37417.36,968997.46,1189992.6,220995.14,968997.46,968997.46,968997.46
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Atividade,Auxilios,2100,Administração da Unidade,33904900,Auxílio-Transporte,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,49,0,Tesouro Municipal,455000.0,455000.0,0.0,0.0,0.0,234829.26,11947.04,222882.22,234829.26,11947.04,222882.22,222882.22,222882.22
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Atividade,Pessoal,2100,Administração da Unidade,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,3.0,Despesas Correntes,1.0,PESSOAL E ENCARGOS SOCIAIS,90,Aplicações Diretas,11,0,Tesouro Municipal,20077895.0,20077895.0,0.0,0.0,0.0,11669430.44,1448205.43,10221225.01,11669430.44,1448205.43,10221225.01,10221225.01,10221225.01
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Atividade,Pessoal,2100,Administração da Unidade,31909600,Ressarcimento de Despesas de Pessoal Requisitado,3.0,Despesas Correntes,1.0,PESSOAL E ENCARGOS SOCIAIS,90,Aplicações Diretas,96,0,Tesouro Municipal,1554000.0,1554000.0,0.0,0.0,0.0,1570439.29,567394.1,1003045.19,1003045.19,0.0,1003045.19,338218.24,267282.37
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Projeto,Projeto,3000,"Construção, Aquisição e Reforma de Sedes Administrativas",44903900,Outros Serviços de Terceiros - Pessoa Jurídica,4.0,Despesas de Capital,4.0,INVESTIMENTOS,90,Aplicações Diretas,39,0,Tesouro Municipal,13497000.0,13497000.0,13687941.65,4949844.01,8738097.64,3790687.19,1460773.77,2329913.42,514383.32,131000.0,383383.32,144241.32,144241.32
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Projeto,Projeto,3000,"Construção, Aquisição e Reforma de Sedes Administrativas",44905100,Obras e Instalações,4.0,Despesas de Capital,4.0,INVESTIMENTOS,90,Aplicações Diretas,51,0,Tesouro Municipal,1999000.0,1999000.0,1999000.0,12500.0,1986500.0,12500.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,126,Tecnologia da Informação,3024,Suporte Administrativo,Atividade,Atividade,2171,Manutenção de Sistemas de Informação e Comunicação,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,1062100.0,1062100.0,294976.74,145357.0,149619.74,1766123.64,1573357.4,192766.24,179269.75,0.0,179269.75,35350.59,35350.59
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Atividade,Atividade,2118,Promoção de Campanhas e Eventos de Interesse do Município.,33503900,Outros Serviços de Terceiros - Pessoa Jurídica,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,50,Transferências a Instituições Privadas sem fins Lucrativos,39,0,Tesouro Municipal,7400000.0,7000000.0,800000.0,800000.0,0.0,7000000.0,0.0,7000000.0,7000000.0,0.0,7000000.0,3500000.0,3500000.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Atividade,Atividade,2118,Promoção de Campanhas e Eventos de Interesse do Município.,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,119916548.0,118820493.06,13687501.0,1024728.02,12662772.98,73791603.44,138196.74,73653406.7,32805678.44,4152271.74,28653406.7,23178407.33,19096382.33
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Atividade,Atividade,2118,Promoção de Campanhas e Eventos de Interesse do Município.,33909200,Despesas de Exercícios Anteriores,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,92,0,Tesouro Municipal,0.0,186054.94,0.0,0.0,0.0,186054.94,0.0,186054.94,186054.94,0.0,186054.94,186054.94,186054.94
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Atividade,Atividade,2365,"E1078 - Realização e Eventos, Shows, Feiras, Locação dos Espaços existentes na SPTuris",33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,1850000.0,1850000.0,3700000.0,1850000.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,4,Administração,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Atividade,Atividade,2368,E1939 - Eventos em Geral- SP Turis,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,400000.0,400000.0,800000.0,400000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,23,Comércio e Serviços,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Atividade,Atividade,2102,Operação e Manutenção da Infraestrutura Turística,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,6650000.0,6230000.0,4650000.0,1703798.38,2946201.62,3283798.38,0.0,3283798.38,3283798.38,0.0,3283798.38,1493798.38,1493798.38
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,23,Comércio e Serviços,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Atividade,Atividade,2105,Administração da Fábrica do Samba,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,1500000.0,1500000.0,1500000.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,23,Comércio e Serviços,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Projeto,Projeto,1021,Projetos de Fomento ao Turismo,44903900,Outros Serviços de Terceiros - Pessoa Jurídica,4.0,Despesas de Capital,4.0,INVESTIMENTOS,90,Aplicações Diretas,39,0,Tesouro Municipal,1050000.0,1050000.0,1050000.0,446666.67,603333.33,446666.67,446666.67,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,23,Comércio e Serviços,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Projeto,Projeto,1021,Projetos de Fomento ao Turismo,44905100,Obras e Instalações,4.0,Despesas de Capital,4.0,INVESTIMENTOS,90,Aplicações Diretas,51,0,Tesouro Municipal,51000.0,51000.0,51000.0,0.0,51000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,23,Comércio e Serviços,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Projeto,Projeto,1021,Projetos de Fomento ao Turismo,44909300,Indenizações e restituições ,4.0,Despesas de Capital,4.0,INVESTIMENTOS,90,Aplicações Diretas,93,2,Transferências Federais,0.0,420000.0,0.0,0.0,0.0,420000.0,144991.7,275008.3,275008.3,0.0,275008.3,275008.3,275008.3
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,23,Comércio e Serviços,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Projeto,Projeto,1027,Implantação de Polos Turísticos,44903900,Outros Serviços de Terceiros - Pessoa Jurídica,4.0,Despesas de Capital,4.0,INVESTIMENTOS,90,Aplicações Diretas,39,0,Tesouro Municipal,1000.0,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,23,Comércio e Serviços,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Projeto,Projeto,1029,Modernização do Complexo Anhembi,44903500,Serviços de Consultoria,4.0,Despesas de Capital,4.0,INVESTIMENTOS,90,Aplicações Diretas,35,0,Tesouro Municipal,0.0,900000.0,0.0,0.0,0.0,529280.0,0.0,529280.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,23,Comércio e Serviços,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Projeto,Projeto,1029,Modernização do Complexo Anhembi,44905100,Obras e Instalações,4.0,Despesas de Capital,4.0,INVESTIMENTOS,90,Aplicações Diretas,51,2,Transferências Federais,60000000.0,55304720.83,60000000.0,4695279.17,55304720.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,23,Comércio e Serviços,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Projeto,Projeto,1032,Construção da Fábrica do Samba,44905100,Obras e Instalações,4.0,Despesas de Capital,4.0,INVESTIMENTOS,90,Aplicações Diretas,51,0,Tesouro Municipal,1000.0,729931.47,1000.0,1000.0,0.0,729931.47,0.0,729931.47,729931.47,0.0,729931.47,729931.47,729931.47
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,23,Comércio e Serviços,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Projeto,Projeto,1032,Construção da Fábrica do Samba,44905100,Obras e Instalações,4.0,Despesas de Capital,4.0,INVESTIMENTOS,90,Aplicações Diretas,51,2,Transferências Federais,0.0,3066347.7,0.0,0.0,0.0,3066347.7,0.0,3066347.7,3145326.61,78978.91,3066347.7,2987368.79,2987368.79
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,23,Comércio e Serviços,695,Turismo,3015,Promoção da cidade como centro de eventos e destino turístico de referência,Projeto,Projeto,1400,E2988 - Construção do Portal da Zona Leste,44903900,Outros Serviços de Terceiros - Pessoa Jurídica,4.0,Despesas de Capital,4.0,INVESTIMENTOS,90,Aplicações Diretas,39,0,Tesouro Municipal,50000.0,0.0,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,24,Comunicações,131,Comunicação Social,3024,Suporte Administrativo,Atividade,Atividade,2104,Manutenção da TV da Cidade de São Paulo,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,1000000.0,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,24,Comunicações,131,Comunicação Social,3024,Suporte Administrativo,Atividade,Atividade,2104,Manutenção da TV da Cidade de São Paulo,44905200,Equipamentos e Material Permanente,4.0,Despesas de Capital,4.0,INVESTIMENTOS,90,Aplicações Diretas,52,0,Tesouro Municipal,1000000.0,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,24,Comunicações,131,Comunicação Social,3024,Suporte Administrativo,Atividade,Atividade,2153,Publicação de Editais e Outras Publicações Legais,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,1600000.0,1600000.0,661832.7,495166.03,166666.67,1433333.33,0.0,1433333.33,1433333.33,0.0,1433333.33,327603.65,327603.65
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,24,Comunicações,131,Comunicação Social,3024,Suporte Administrativo,Atividade,Atividade,8052,Publicações de Interesse do Município,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,0,Tesouro Municipal,118501000.0,116621000.0,5000000.0,880000.0,4120000.0,129127259.41,16626259.41,112501000.0,115501000.0,3000000.0,112501000.0,19080037.35,18771923.45
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,24,Comunicações,131,Comunicação Social,3024,Suporte Administrativo,Atividade,Atividade,8052,Publicações de Interesse do Município,33909200,Despesas de Exercícios Anteriores,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,92,0,Tesouro Municipal,0.0,1707600.36,0.0,0.0,0.0,1660748.17,0.0,1660748.17,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,20,Gabinete do Secretário,24,Comunicações,131,Comunicação Social,3024,Suporte Administrativo,Projeto,Projeto,1026,TV da Cidade de São Paulo,44903900,Outros Serviços de Terceiros - Pessoa Jurídica,4.0,Despesas de Capital,4.0,INVESTIMENTOS,90,Aplicações Diretas,39,0,Tesouro Municipal,200000.0,200000.0,200000.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,50,Administração do Edifício Matarazzo,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33903000,Material de Consumo,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,30,0,Tesouro Municipal,252800.0,212800.0,81585.64,0.0,81585.64,252884.98,169870.68,83014.3,96054.4,21517.5,74536.9,38955.9,33319.68
2015-01-01,2015-08-19,2015,2015,Administração Direta,11,SGM,Secretaria do Governo Municipal,50,Administração do Edifício Matarazzo,4,Administração,122,Administração Geral,3024,Suporte Administrativo,Atividade,Atividade,2100,Administração da Unidade,33903600,Outros Serviços de Terceiros - Pessoa Física,3.0,Despesas Correntes,3.0,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,36,0,Tesouro Municipal,30300.0,6987.13,6987.13,0.0,6987.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
