Descrição_Categoria_Código,Textbox112,Textbox113,Descrição_Fonte_Código,Textbox98,Textbox99,Descrição_Especificação_Código,Textbox86,Textbox87,Descrição_Rubrica_Código,Textbox66,Textbox67,Descrição_Alínea_Código,Textbox55,Textbox56,Descrição_Sub_Alínea_Código,Textbox108,Textbox109,Valor_Previsto_Receita_Anual1,Valor_Realizado_Receita,Textbox32,Textbox33
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 2.964.559.000,00","R$ 2.922.838.705,26",1.1.1.2.02.01 - IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 2.830.996.000,00","R$ 2.792.308.439,54","R$ 235.916.333,33","R$ 183.072.423,13","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 2.964.559.000,00","R$ 2.922.838.705,26",1.1.1.2.02.01 - IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 2.830.996.000,00","R$ 2.792.308.439,54","R$ 235.916.333,33","R$ 45.803.509,95","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 2.964.559.000,00","R$ 2.922.838.705,26",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 133.563.000,00","R$ 130.530.265,72","R$ 11.130.250,00","R$ 3.167.489,73","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 2.964.559.000,00","R$ 2.922.838.705,26",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 133.563.000,00","R$ 130.530.265,72","R$ 11.130.250,00","R$ 41.884.378,39","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 2.964.559.000,00","R$ 2.922.838.705,26",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 133.563.000,00","R$ 130.530.265,72","R$ 11.130.250,00","R$ 19.903.620,92","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 2.964.559.000,00","R$ 2.922.838.705,26",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 133.563.000,00","R$ 130.530.265,72","R$ 11.130.250,00","R$ 64.613,71","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 2.964.559.000,00","R$ 2.922.838.705,26",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 133.563.000,00","R$ 130.530.265,72","R$ 11.130.250,00","R$ 14.464.750,89","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 2.964.559.000,00","R$ 2.922.838.705,26",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 133.563.000,00","R$ 130.530.265,72","R$ 11.130.250,00","R$ 8.737.740,83","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 2.964.559.000,00","R$ 2.922.838.705,26",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 133.563.000,00","R$ 130.530.265,72","R$ 11.130.250,00","R$ 8.492.051,76","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 2.964.559.000,00","R$ 2.922.838.705,26",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 133.563.000,00","R$ 130.530.265,72","R$ 11.130.250,00","R$ 7.530.991,91","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 2.964.559.000,00","R$ 2.922.838.705,26",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 133.563.000,00","R$ 130.530.265,72","R$ 11.130.250,00","R$ 8.511.892,31","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 2.964.559.000,00","R$ 2.922.838.705,26",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 133.563.000,00","R$ 130.530.265,72","R$ 11.130.250,00","R$ 8.034.572,04","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 2.964.559.000,00","R$ 2.922.838.705,26",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 133.563.000,00","R$ 130.530.265,72","R$ 11.130.250,00","R$ 7.352.505,98","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 2.964.559.000,00","R$ 2.922.838.705,26",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 133.563.000,00","R$ 130.530.265,72","R$ 11.130.250,00","R$ 2.385.657,25","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 672.000.000,00","R$ 842.481.696,34",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 567.000.000,00","R$ 733.806.286,15","R$ 47.250.000,00","R$ 50.455.762,09","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 672.000.000,00","R$ 842.481.696,34",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 567.000.000,00","R$ 733.806.286,15","R$ 47.250.000,00","R$ 46.982.481,96","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 672.000.000,00","R$ 842.481.696,34",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 567.000.000,00","R$ 733.806.286,15","R$ 47.250.000,00","R$ 49.941.194,74","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 672.000.000,00","R$ 842.481.696,34",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 567.000.000,00","R$ 733.806.286,15","R$ 47.250.000,00","R$ 50.291.932,12","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 672.000.000,00","R$ 842.481.696,34",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 567.000.000,00","R$ 733.806.286,15","R$ 47.250.000,00","R$ 67.260.591,69","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 672.000.000,00","R$ 842.481.696,34",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 567.000.000,00","R$ 733.806.286,15","R$ 47.250.000,00","R$ 58.029.895,95","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 672.000.000,00","R$ 842.481.696,34",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 567.000.000,00","R$ 733.806.286,15","R$ 47.250.000,00","R$ 53.250.170,17","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 672.000.000,00","R$ 842.481.696,34",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 567.000.000,00","R$ 733.806.286,15","R$ 47.250.000,00","R$ 61.692.861,69","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
1 - RECEITAS CORRENTES,"R$ 22.436.612.174,00","R$ 22.705.570.022,61",1.1 - RECEITA TRIBUTÁRIA,"R$ 9.664.054.000,00","R$ 10.358.606.571,53",1.1.1 - IMPOSTOS,"R$ 9.402.524.000,00","R$ 10.080.428.043,92",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.184.009.000,00","R$ 4.475.178.261,11",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 672.000.000,00","R$ 842.481.696,34",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 567.000.000,00","R$ 733.806.286,15","R$ 47.250.000,00","R$ 60.697.033,84","R$ 23.493.131.464,00","R$ 22.406.672.753,85"
