Descrição_Categoria_Código,Textbox112,Textbox113,Descrição_Fonte_Código,Textbox98,Textbox99,Descrição_Especificação_Código,Textbox86,Textbox87,Descrição_Rubrica_Código,Textbox66,Textbox67,Descrição_Alínea_Código,Textbox55,Textbox56,Descrição_Sub_Alínea_Código,Textbox108,Textbox109,Valor_Previsto_Receita_Anual1,Valor_Realizado_Receita,Textbox32,Textbox33
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 3.161.400.000,00","R$ 3.229.987.360,93",1.1.1.2.02.01 - IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 3.045.500.000,00","R$ 3.092.745.919,62","R$ 253.791.666,67","R$ 220.694.071,43","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 3.161.400.000,00","R$ 3.229.987.360,93",1.1.1.2.02.01 - IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 3.045.500.000,00","R$ 3.092.745.919,62","R$ 253.791.666,67","R$ 63.230.967,11","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 3.161.400.000,00","R$ 3.229.987.360,93",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 115.900.000,00","R$ 137.241.441,31","R$ 9.658.333,33","R$ 2.593.514,14","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 3.161.400.000,00","R$ 3.229.987.360,93",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 115.900.000,00","R$ 137.241.441,31","R$ 9.658.333,33","R$ 40.073.958,82","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 3.161.400.000,00","R$ 3.229.987.360,93",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 115.900.000,00","R$ 137.241.441,31","R$ 9.658.333,33","R$ 24.757.364,15","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 3.161.400.000,00","R$ 3.229.987.360,93",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 115.900.000,00","R$ 137.241.441,31","R$ 9.658.333,33","R$ 9.130.559,95","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 3.161.400.000,00","R$ 3.229.987.360,93",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 115.900.000,00","R$ 137.241.441,31","R$ 9.658.333,33","R$ 8.704.293,56","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 3.161.400.000,00","R$ 3.229.987.360,93",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 115.900.000,00","R$ 137.241.441,31","R$ 9.658.333,33","R$ 8.616.544,57","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 3.161.400.000,00","R$ 3.229.987.360,93",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 115.900.000,00","R$ 137.241.441,31","R$ 9.658.333,33","R$ 8.205.692,90","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 3.161.400.000,00","R$ 3.229.987.360,93",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 115.900.000,00","R$ 137.241.441,31","R$ 9.658.333,33","R$ 8.241.502,81","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 3.161.400.000,00","R$ 3.229.987.360,93",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 115.900.000,00","R$ 137.241.441,31","R$ 9.658.333,33","R$ 8.914.428,63","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 3.161.400.000,00","R$ 3.229.987.360,93",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 115.900.000,00","R$ 137.241.441,31","R$ 9.658.333,33","R$ 7.459.573,92","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 3.161.400.000,00","R$ 3.229.987.360,93",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 115.900.000,00","R$ 137.241.441,31","R$ 9.658.333,33","R$ 7.944.754,76","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.02 - IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URB,"R$ 3.161.400.000,00","R$ 3.229.987.360,93",1.1.1.2.02.02 - IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 115.900.000,00","R$ 137.241.441,31","R$ 9.658.333,33","R$ 2.599.253,10","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 885.000.000,00","R$ 816.501.112,41",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 760.000.000,00","R$ 681.361.909,61","R$ 63.333.333,33","R$ 50.762.722,56","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 885.000.000,00","R$ 816.501.112,41",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 760.000.000,00","R$ 681.361.909,61","R$ 63.333.333,33","R$ 46.936.899,40","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 885.000.000,00","R$ 816.501.112,41",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 760.000.000,00","R$ 681.361.909,61","R$ 63.333.333,33","R$ 47.454.694,26","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 885.000.000,00","R$ 816.501.112,41",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 760.000.000,00","R$ 681.361.909,61","R$ 63.333.333,33","R$ 50.067.121,70","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 885.000.000,00","R$ 816.501.112,41",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 760.000.000,00","R$ 681.361.909,61","R$ 63.333.333,33","R$ 51.979.376,19","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 885.000.000,00","R$ 816.501.112,41",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 760.000.000,00","R$ 681.361.909,61","R$ 63.333.333,33","R$ 53.163.170,84","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 885.000.000,00","R$ 816.501.112,41",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 760.000.000,00","R$ 681.361.909,61","R$ 63.333.333,33","R$ 62.815.449,31","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 885.000.000,00","R$ 816.501.112,41",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 760.000.000,00","R$ 681.361.909,61","R$ 63.333.333,33","R$ 55.111.117,58","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.1 - RECEITA TRIBUTÁRIA,"R$ 10.788.805.393,00","R$ 11.013.394.674,15",1.1.1 - IMPOSTOS,"R$ 10.580.443.593,00","R$ 10.696.783.607,09",1.1.1.2 - IMPOSTOS S/ O PATRIMÔNIO E A RENDA,"R$ 4.635.000.000,00","R$ 4.734.826.368,23",1.1.1.2.04 - IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZ,"R$ 885.000.000,00","R$ 816.501.112,41",1.1.1.2.04.31 - IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENT,"R$ 760.000.000,00","R$ 681.361.909,61","R$ 63.333.333,33","R$ 54.422.422,17","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
