codigo,especificacao_da_receita,receita_orcada,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
20000000,RECEITAS DE CAPITAL,74145846000,16729655327.76,22.5631727605617
21000000,0PERAÇÕES DE CRÉDITO,72119127000,13330364493.22,18.4838128908854
21100000,OPERAÇÕES DE CRÉDITO INTERNAS,51231662000,12428501352.61,24.2594147201588
21200000,OPERAÇÕES DE CRÉDITO EXTERNAS,20887465000,901863140.61,4.317724245666
22000000,ALIENAÇÃO DE BENS,269438000,16882265.36,6.26573288103386
22100000,ALIENAÇÃO DE BENS MÓVEIS,264923000,14264450,5.3843758375075
22200000,ALIENAÇÃO DE BENS IMÓVEIS,4515000,2617815.36,57.9804066445183
24000000,TRANSFERÊNCIAS DE CAPITAL,467281000,1148002919.52,245.677209114002
24200000,TRANSFERÊNCIAS INTERGOVERNAMENTAIS,467281000,1148002919.52,245.677209114002
24210000,TRANSFERENCIAS DA UNIÃO,467281000,1148002919.52,245.677209114002
24210100,PART NA RECEITA DA UNIÃO,467281000,1148002919.52,245.677209114002
24210101,COTA-PARTE DO FUNDO DE PARTC. DOS MUNICÍPIOS,467281000,993544708.43,212.622535140526
24210102,COTA-PARTE DO IMPOSTO ÚNICO S/LUBRIFÍCANTES E COMBUSTÍVEIS LÍQUIDOS E GASOSOS,0,2399.28,0
24210103,COTA.-PARTE DO ADICIONAL DO IMP.ÚNICO S/LUBRIFÍCANTES E COMBUSTIVÉIS IIQUIDOS E GASOSOS,0,0,0
24210104,COTA-PARTE DO IMP.ÚNICO S/ENERGIA ELÉTRICA,0,0,0
24210105,COTA-PARTE DO ÍMPOSTO ÚNICO S/MINERAIS,0,154455811.81,0
24210900,OUTRAS TRANSFERÊNCIAS DA UNIÃO,0,0,0
24220000,TRANSFERÊNCIAS DOS ESTADOS,0,0,0
24220900,OUTRAS TRANSFERÊNCIAS DOS ESTADOS,0,0,0
25000000,OUTRAS RECEITAS DE CAPITAL,1290000000,2234405649.66,173.209740283721
25900000,OUTRAS RECEITAS ,0,2234405649.66,0
25910000,OUTRAS RECEITAS -DIVERSAS,0,2234405649.66,0
25910200,OUTRAS RECEITAS -OP.INTERLIGADAS-FUNAPS,0,1356183919.23,0
25910300,OUTRAS RECEITAS -FUNAPS,0,5014.94,0
25910900,OUTRAS RECEITAS -PMSP,0,878216715.49,0
,TOTAL,197243150000,186371773706.2,94.4883377223493
