codigo,especificacao_da_receita,receita_orcada,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
24410300,Transferências Pessoas fisicas e juridicas do Exterior-FUNCAD,0,0,0
24410400,Transferências Pessoas fisicas e juridicas do Exterior-FUTUR,0,0,0
24410900,Transferências Pessoas fisicas e juridicas do Exterior-PMSP,0,0,0
24500000,Transferências Pessoas ,0,14792,0
24510000,Transferências Pessoas fisicas e juridicas do pais ,0,14792,0
24510100,Transferências Pessoas fisicas e juridicas do pais-FUMDES ,0,0,0
24510200,Transferências Pessoas fisicas e juridicas do pais-FUNAPS,0,0,0
24510300,Transferências Pessoas fisicas e juridicas do pais-FUNCAD,0,0,0
24510400,Transferências Pessoas fisicas e juridicas do pais-FUTUR,0,0,0
24510900,Transferências Pessoas fisicas e juridicas do pais-PMSP ,0,14972,0
25000000,OUTRAS RECEITAS DE CAPITAL,122640000,10131052.46,8.26080598499674
25900000,OUTRAS RECEITAS,122640000,10131052.46,8.26080598499674
25910100,OUTRAS RECEITAS-FUNDES,0,0,0
25910200,OUTRAS RECEITAS-OPERAC INTERLIG-FUNAPS,0,0,0
25910300,OUTRAS RECEITAS-FUNAPS,0,0,0
25910400,OUTRAS RECEITAS-FUNCAD,0,0,0
25910500,OUTRAS RECEITAS-FUTUR,0,0,0
25910900,OUTRAS RECEITAS-PMSP,122640000,12289.16,0.0100205153294194
25911000,OUTRAS RECEITAS-DEC N 35051-11/04/95,0,1724584.05,0
95910000,OUTRAS RECEITAS-DIVERSAS,122640000,10131052.46,8.26080598499674
95911100,Operações interligadas-lei 11.77/95,0,8394179.25,0
,total,4544004058,6151265745.71,135.371044285938
