codigo,especificacao_da_receita,receita_orcada,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
13110002,"Rendas de mercados, feiras e matadouros-sistema novo",1902000,1776930.27,93.4243044164038
13110300,Receita de estádio municipal,206000,290816.18,141.172902912621
13110400,Receita de TEATROS-PMSP,260000,0,0
13110500,Receita de Teatros-FEPAC,443000,459057.84,103.624794582393
13110600,Receita do autodromo,116000,234853.27,202.459715517241
13110700,Receita do kartodromo,132000.001,121779.62,92.257287179869
13110800,Receita de permissão de atividades ambulantes,80000,7741.13,9.6764125
13110900,Receita das unidades educacionais e esportivas,157000,429547.96,273.597426751592
13111000,Outras receitas de próprios municipais,1179000,1040551.88,88.2571569126378
13111100,concess.p expl.coml.estac.subterraneo-sm,2000.001,13076.83,653.841173079413
13111200,"IMPL.INST.PASS.DE EQUIP.URBANOS-CONVIA,",0,2297867.76,0
13200000,Receitas de valores mobiliários,36983000,49484786.62,133.804144120271
13210100,Resultado das aplicações financeiras,34395000,46832172.42,136.159826777148
13210001,PMSP,34395000,39845584.91,115.847026922518
13210102,FUNDES,0,326000.4,0
13210103,CAMARA MUNICIPAL DE SP,0.001,55940.65,0
13210104,T.C.M,0,47189.13,0
13210600,FEPAC,0,110335.16,0
13210700,FUMCAD,0,9712.74,0
13210800,FUTUR,0,507,0
13210900,FUNCOR,0,12383.14,0
13211000,FUNDEF,0,4804511.05,0
13211100,Operação urbana faria lima,0.001,1619614.03,0
13211500,FEGIDRO-FUNDO EST. DE REC. HIDRICOS,0,394.21,0
13220000,Participação e dividendos,136000.001,269647.96,198.270557365658
13230000, remuneração da receita,2452000,2382966.24,97.1845938009788
15000000,Receita Industrial,441000,831952.29,188.65131292517
15200000,Receita da Industria de transformação,441000,831952.29,188.65131292517
15210000, gráfica municipal,34000,65885.75,193.781617647059
15220000,subprodutos da limpeza pública,407000,766066.54,188.222737100737
16000000,Receita de serviços,27885000,29082056.12,104.292831701632
16100000,Receita de serviços,27885000,29082056.12,104.292831701632
16110000,Receitas Diversas,27885000,29082056.12,104.292831701632
,,,,
16110100,Serviços de expediente,2421000,2491291.63,102.903413052458
16110200,Coleta de resíduos sólidos-LIMPURB,8731000,7606670.87,87.1225617913183
16110300,Receita de permissão para a exploração de serviços de taxis,4820000,5328854.57,110.557148755187
16110400,Tarifa de pedágio para ingresso nas ruas de pedestres,401000,385916.27,96.2384713216958
16110500, Requisição Serviços -FISC,10000,7692.42,76.9242
16110700,Remoção e Estadia-DSV,1639000,1625894.49,99.2003959731544
16110900,Autuação de processos-DAMSP,119000,168310.37,141.437285714286
16111000,Autuação de processos-G.A.99.T,1494000,694195.65,46.4655722891566
16111100,"Analise,Plano,Proj,Relaórios-DECONT",77000,4953.65,6.43331168831169
16111900,Lic. De transito para produtos perigosos-SMT,23000,6675.93,29.0257826086957
16112000,Panfletagem -programas sociais-PMSP,6372000,8789259.29,137.93564485248
16112200,Termo de permissão de uso-Convias,0,12382.72,0
16112300,Aprovações de projetos-convias,0,41480.86,0
16119900,Serviços diversos,1778000,1918477.4,107.900866141732
17000000,Transferências correntes,3158158000,3259088538.5,103.195867290364
17200000,Transferências Intergovernamentais,3158158000,3259088538.5,103.195867290364
17210000,Transferências da União,757716000,459080044.12,60.5873498936277
17210100,Participação na receita da União,296558000.001,358788078.45,120.984117254901
17210102,Cotaparte do fundo de participação dos municipios,28655000,30906879,107.858590123888
17210104, imp.s/a renda ret.nas fontes,240607000,278471480.02,115.737065014734
17210105, imp.s/a prop.territ. Rural,284000,279777.26,98.5131197183099
17210120,FUNDEF,27012000.001,49129942.17,181.881912365546
17210900,Outras transferências da União,461158000.001,100291965.67,21.7478533755855
17210901,Trans.fin.est.d. fed. E munic-L.c.87/96,0,69384335.09,0
17210903,FUNDES,0,10052763.31,0
17210904,DNAEE,0,58330.33,0
17210905,FUNDO NACIONAL DESENV. DA EDUCAÇÃO,0,17427790,0
17210906,FND-CONV.68433/99-PROG.NAC.S.ESCOLAR,0,243285,0
17120907,PROGR. DINHEIRO DIRETO NA ESCOLA—PDDE,0,2916300,0
17210999, Outras transferencias,461158000,209161.94,0.0453558086382541
17220000,Transferencias dos Estados,2400442000,2800008494.38,116.645538379182
17220100,Participação na receita dos Estados,2400442000.001,2797855301.61,116.555838533438
17220101,Cota-Parte do I.P.V.A,470018000,547644206.66,116.51558167134
17220102,Cota-Parte do I.C.M.S,1495186000,1728222958.14,115.585817292297
17220103,Cota-Parte participacipação do estado na arrecadação do IPI,18294000,19987845.16,109.25902022521
17220106,Quota estadual. Salário educação-QESE,32438000.001,46335746.81,142.84403110109
17220120,FUNDEF,384506000,455664544.84,118.506484902706
17220900,Outras transferências dos Estados,0,2153192.77,0
17220901,FUMDES,0,2153192.77,0
19000000,OUTRAS RECEITAS CORRENTES,662420000,1070198207.51,161.558861071526
,,,,0
19100000,MULTAS E JUROS DE MORA,316402000.001,461913767.73,145.989522104329
19110000,Multas e juros de mora dos tributos,36572000,44672440.7,122.149296456305
19120000,Multas diversas,279830000,417241327.03,149.10528786406
19120100,Multas de Transito,0,355799105.2,0
19120300,Multas. Sar-Sistema Novo,0,3311411.24,0
19120400,Multas auto de infração- RI,0,23329.13,0
19120500,Multas de Outras origens-FUNDOS,0,1639169.32,0
19120502,FUMCAD,0,11762.55,0
19120503,FUNCOR,0,1627406.77,0
19120600,Multas de Transito.-Veiculos de outros municipios,0,52374369.87,0
19129900,Multas de Outras origens,279830000,4093942.27,1.46301049565808
19200000,INDENIZACOES E RESTITUIÇÕES,1069000,6264455.44,586.010798877456
19210000,Indenizações ,1000,0,0
19210400,Indenizações por calçamentos repostos,1000,0,0
19220000,Restituições,1068000.001,6264455.44,586.559497578128
19220200,Restituições diversas,1068000.001,6264455.44,586.559497578128
19300000,RECEITA DA DÍVIDA ATIVA,221643000.001,178462418.03,80.5179581711107
19310000,Receita da dívida ativa tributária,184540000,149758741.98,81.1524558252953
19320000,Receita da dívida ativa não tributária,37103000,28703676.05,77.36214335768
19320100,FISC,37103000,15706171.99,42.3312723768967
19320200,JUD,0,12997504.06,0
19900000,RECEITAS DIVERSAS,123306000,423557566.31,343.501181053639
19910000,Receita de contribuições estabelecidas em contratos,1161000,1283470.19,110.548681309216
19930000,Receita de cancelamentos de restos a pagar,91489000,387056000.56,423.062882488605
19940000,Eventuais diversos,30656000.001,35218095.56,114.881574761388
19940100,PMSP,30656000.001,33817488.11,110.312787411589
19940200,Honarários Advocaticios,0.001,1009100.59,0
19940300,FUNDOS,0.001,49557.44,0
19940302,FEPAC,0,49557.44,0
19940400,TARIFA BANCARIA,0,341949.42,0
20000000,RECEITAS DE CAPITAL,646015000.001,161201327.56,24.9531864677678
21000000,0PERAÇÕES DE CRÉDITO,570501000,107566678.67,18.8547747804123
21100000,OPERAÇÕES DE CRÉDITO INTERNAS,159501000.001,6172896.43,3.87013023740371
21110000,Colocação de Títulos do Tesouro Municipal,1000,0,0
,,,,
21120000,Emprestimos por Contratos Internos,159500000,6172896.43,3.8701545015674
21200000,OPERAÇÕES DE CRÉDITO EXTERNAS,411000000.001,101393782.24,24.6700200096723
21210000,Emprestimos p/Contratos Externos,411000000.001,101393782.24,24.6700200096723
24000000,TRANSFERÊNCIAS DE CAPITAL,987000,2301587.62,233.190235055724
24200000,TRANSFERÊNCIAS INTERGOVERNAMENTAIS,987000,2301587.62,233.190235055724
24210000,Transferencias da União,955000,866125.79,90.6938
24210900,Outras transferências da União,955000,866125.79,90.6938
24210901,PMSP,955000,0,0
24210902,Fundo Esp. Lei 7225/86,0,261025.79,0
24210903,Programa dinheiro direto na escola,0,605100,0
24220000,Transf dos estados,32000.001,1435461.83,4485.81807856819
24220000,outras transferências dos estados,32000.001,1435461.83,4485.81807856819
24220901,PMSP,32000.001,0,0
24220903,FUMDES,0,1435461.83,0
25000000,OUTRAS RECEITAS DE CAPITAL,74527000,51333061.27,68.8784752774162
25900000,OUTRAS RECEITAS,74527000,51333061.27,68.8784752774162
25910000, RECEITAS-DIVERSAS,74527000,51333061.27,68.8784752774162
25910100,PMSP,74527000,0,0
25910400,Operação Urbana Faria Lima,0,43284939.81,0
25910500,Operações interligadas-FHM,0,872847.92,0
25910700,PROG.URB.VERT.EM FAV. PROVER—CINGAPURA,0,6005476.86,0
25910900,PROG.REC.URB.SAN.AMB.BAC.GUARAPIRANGA,0,113945.85,0
25911000,REASSENT.FAMILIAS PROGRAMA PROCAV II,0,1043350.83,0
25911100,FEHIDRO — VIZINHANÇA VERDE,0,12500,0
,TOTAL GERAL,7646048000,7914560075.12,103.511775954323
