codigo,especificacao_da_receita,receita_orcada,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
13100000,Receitas Imobiliárias,4649000,4603516.67,99.0216534738653
13110000,"Rendas de mercados, feiras e matadouros",4649000,4603516.67,99.0216534738653
13110001,"Rendas de mercados, feiras e matadouros-sistema Velho",0,187177.09,0
13110002,"Rendas de mercados, feiras e matadouros-sistema novo",1909000,1470147.54,77.0113954950236
13110300,Receita de estádio municipal,304000,531225.55,174.745246710526
13110400,Receita de estádio municipal-PMSP,984000,245073.79,24.9058729674797
13110500,Receita de estádio municipal-FEPAC,0,642820.1,0
13110600,Receita do autodromo,163000,150882.29,92.5658220858896
13110700,Receita do kartodromo,74000,137446.17,185.738067567568
13110800,Receita de permissão de atividades ambulantes,302000,159792.99,52.9115860927152
13110900,Receita das unidades educacionais e esportivas,222000,120861.92,54.4423063063063
13111000,Outras receitas de próprios municipais,691000,958089.23,138.652565846599
13200000,Receitas de valores mobiliários,5423000,4311540.96,79.5047198967361
13210000,Juros de Tilulos de Renda,5423000,4311540.96,79.5047198967361
13210001,Resultado das aplicações financeiras-PMSP,5000000,973850.17,19.4770034
13210100,Resultado das aplicações financeiras,5000000,2357266.48,47.1453296
13210102,Resultado das aplicações financeiras-FUNDES,0,378129.92,0
13210103,CAMARA MUNICIPAL DE SP,0,24408.53,0
13210104,Resultado das aplicações financeiras-T.C.M,0,155679.77,0
13210106,Resultado das aplicações financeiras-FEPAC,0,19696.33,0
13210108,Resultado das aplicações financeiras-FUNCAD,0,9941.83,0
13210109,Resultado das aplicações financeiras-FUTUR,0,372.4,0
13210110,FUNCOR,0,69999.06,0
13210111,FUNDEF,0,548510.52,0
13210112,Operação urbana faria lima,0,133489.23,0
13210113,Operações Interligadas,0,43188.72,0
13210200,Participação e dividendos,63000,77828.97,123.538047619048
13210300, remuneração da receita,360000,1876445.51,521.234863888889
15000000,Receita Industrial,535000,380196.01,71.0646747663551
15200000,Receita da Industria de transformação,535000,380196.01,71.0646747663551
15210000,Receita da gráfica municipal,122000,80430.19,65.9263852459016
15220000,Receita de subprodutos da limpeza pública,413000,299765.82,72.5825230024213
16000000,Receita de serviços,34028000,25921849.88,76.1780001175503
16100000,Receita de serviços,34028000,25921849.88,76.1780001175503
16110000,Receitas Diversas,34028000,25921849.88,76.1780001175503
16110100,Serviços de expediente,3638000,2279793.96,62.6661341396372
16110200,Coleta de resíduos sólidos-LIMPURB,13545000,8945602.65,66.0435780730897
16110300,Receita de permissão para a exploração de serviços de taxis,3945000,4864305.24,123.303047908745
16110400,Tarifa de pedágio para ingresso nas ruas de pedestres,411000,377968.69,91.9631849148418
16110500,Serviços diversos-FISC,1492000,11211.77,0.751459115281501
16110600,Panfletagem -JABES,0,1572396.58,0
16110700,Remoção e Estadia-DSV,0,2933994.24,0
16110900,Autuação de processos-DAMSP,0,122505.58,0
16111000,Autuação de processos-G.A.99.T,0,1901432.46,0
16111100,"Analise,Plano,Proj,Relaórios-DECONT",0,4592.7,0
16111500,Receita de Registro de Prof e firmas,3782000,0,0
16111900,Lic. De transito para produtos perigosos,0,16690.59,0
16112000,Panfletagem -programas sociais-PMSP,0,642402.79,0
16119900,Serviços diversos,7215000,2428952.63,33.6653171171171
17000000,Transferências correntes,2428522000,2508002384.31,103.27278831775
17200000,Transferências Intergovernamentais,2428522000,2508002384.31,103.27278831775
17210000,Transferências da União,166551000,302485379.09,181.617269839268
17210100,Participação na receita da União,150364000,271767785.79,180.739928300657
17210102,Cotaparte do fundo de participação dos municipios,27200000,26108623.74,95.9875872794118
17210103,FPM-FUNDEF,0,24221680.63,0
17210104,Transferencia do imp.s/a renda ret.nas fontes,123113000,221039459.17,179.541932346706
17210105,Transferencia do imp.s/a prop.territ. Rural,51000,398022.25,780.435784313725
17210900,Outras transferências da União,16187000,30717593.3,189.767055661951
17210901,Trans.fin.est.d.fed e muni.-L.C.87/96,0,827.04,0
17210903,FUNDES,0,16170573.9,0
17210904,DNAEE,0,2352621.78,0
17210999, Outras transferencias,16187000,12193570.58,75.3294037190338
17220000,Transferencias dos Estados,2261971000,2205517005.22,97.5042122653208
17220100,Participação na receita dos Estados,2146971000,2205517005.22,102.726911785022
17220101,Cota-Parte do I.P.V.A,467957000,495424854.76,105.869739048673
17220102,Cota-Parte do I.C.M.S,1656272000,1332703952.3,80.4640754839785
17220103,Cota-Parte participacipação do estado na arrecadação do IPI,22742000,18261130.77,80.2969429689561
17220104,ICMS-FUNDEF,0,320638106.99,0
17220105,IPI-FUNDEF,0,4428546.62,0
17220106,Quota estadual. Salário educação-QESE,0,34060413.78,0
17220900,Outras transferências dos Estados,115000000,0,0
17220904,transferencias do fundo do ensino fundamental,115000000,0,0
19000000,OUTRAS RECEITAS CORRENTES,883376000,538911835.19,61.0059403006194
19100000,MULTAS E JUROS DE MORA,406955000,308003349.41,75.684866732194
19110000,Multas e juros de mora dos tributos,64746000,36610707.52,56.5451263707411
19120000,Multas diversas,342209000,271392641.89,79.3061088077754
19120100,Multas de Transito,0,215925129.79,0
19120300,Multas. Sar-Sistema Novo,0,3292723.44,0
19120500,Multas de Outras origens-FUNDOS,0,2007743.27,0
19120502,FUMCAD,0,21843.35,0
19120503,FUNCOR,0,1985899.92,0
19120600,Multas de Transito.-Veiculos de outros municipios,0,49262625.26,0
19129900,Multas de Outras origens,342209000,904420.13,0.264288820574561
19200000,INDENIZACOES E RESTITUIÇÕES,2683000,1487493.18,55.4414155795751
19210000,Indenizações ,4000,4439.85,110.99625
19210300,comp.financeira pela ext.do oleo bruto e gas,0,4439.85,0
19210400,Indenizações por calçamentos repostos,4000,0,0
19220000,Restituições,2679000,1483053.33,55.3584669652856
19220200,Restituições diversas,2679000,1483053.33,55.3584669652856
19300000,RECEITA DA DÍVIDA ATIVA,355548000,144932639.32,40.7631710261343
19310000,Receita da dívida ativa tributária,216264000,122085916.5,56.4522604316946
19320000,Receita da dívida ativa não tributária,139284000,22846722.82,16.4029772407455
19320100,FISC,139284000,12199847.71,8.75897282530657
19320200,JUD,0,10646875.11,0
19900000,RECEITAS DIVERSAS,118190000,84488353.28,71.4851961079618
19910000,Receita de contribuições estabelecidas em contratos,934000,1137134.82,121.74891006424
19930000,Receita de cancelamentos de restos a pagar,71687000,54973862.22,76.6859573144364
19940000,Eventuais diversos,45589000,28377356.24,62.2460598828665
19940100,Eventuais diversos-PMSP,45589000,27406723.2,60.1169650573603
19940200,Eventuais diversos-Honarários Advocaticios,0,400009.08,0
19940300,FUNDOS,0,131090.37,0
19940302,FEPAC,0,131090.37,0
19940400,TARIFA BANCARIA,0,439533.59,0
20000000,RECEITAS DE CAPITAL,2037751000,1594320543.84,78.2392227431124
21000000,0PERAÇÕES DE CRÉDITO,1868909000,1559302446.76,83.4338347538591
21100000,OPERAÇÕES DE CRÉDITO INTERNAS,1223909000,1476510365.27,120.638900871715
21110000,Colocação de Títulos do Tesouro Municipal,1143699000,1458143812,127.493668526422
21120000,Emprestimos por Contratos Internos,80210000,18366553.27,22.8980841166937
21200000,OPERAÇÕES DE CRÉDITO EXTERNAS,645000000,82792071.49,12.835980075969
21210000,Emprestimos p/Contratos Externos,645000000,82792081.49,12.8359816263566
24000000,TRANSFERÊNCIAS DE CAPITAL,4926000,1809056.27,36.7246502233049
24200000,TRANSFERÊNCIAS INTERGOVERNAMENTAIS,4926000,1809056.27,36.7246502233049
24210000,Transferencias da União,4389000,1173672.1,26.7412189564821
24210900,Outras transferências da União,4389000,1173672.1,26.7412189564821
24210901,Outras transferências da União-PMSP,4389000,0,0
24210902,Outras transferências da União-Fundo Esp. Lei 7225/86,0,46272.1,0
24210911,Outras transferências da União-FNDE,0,1127400,0
24220000,Transferências dos Estados,537000,635384.17,118.321074487896
24220900,Outras transferências dos Estados,537000,635384.17,118.321074487896
24220901,Outras transferências dos Estados-PMSP,537000,635384.17,118.321074487896
25000000,OUTRAS RECEITAS DE CAPITAL,163916000,33209040.81,20.2597920947314
25900000,OUTRAS RECEITAS,163916000,33209040.81,20.2597920947314
25910100,OUTRAS RECEITAS-PMSP,163916000,10651.1,0.00649790136411333
25910400,Operação Urbana Faria Lima,0,18633011.5,0
25910700,Operações interligadas,0,9110889.65,0
25910700,Programa de urbanização e verticalização de favelas-Prover-cingapura,0,5454488.56,0
95910000,OUTRAS RECEITAS-DIVERSAS,163916000,33209040.81,20.2597920947314
,TOTAL,8475000000,7709756411.06,90.9705771216519
